GEOMETRY_ID;Type d'établissement;LIBELLE;ADRESSE;ARR_LIBELLE;ARR_INSEE;geo_shape;geo_point_2d
1161;3261;LESSEPS (11) ELEM A;11 RUE DE LESSEPS;20ème Ardt;75120;"{""type"": ""Point"", ""coordinates"": [2.399715636919432, 48.859052113250364]}";48.8590521133, 2.39971563692
1165;3261;TROIS BORNES (39) ELEM;39 RUE DES TROIS BORNES;11ème Ardt;75111;"{""type"": ""Point"", ""coordinates"": [2.374600993642227, 48.867348560908795]}";48.8673485609, 2.37460099364
1168;3261;LESSEPS (9) ELEM B;9 RUE DE LESSEPS;20ème Ardt;75120;"{""type"": ""Point"", ""coordinates"": [2.400168773742517, 48.85871148587305]}";48.8587114859, 2.40016877374
1170;3261;CARDINAL LEMOINE (24) ELEM;24 RUE DU CARDINAL LEMOINE;5ème Ardt;75105;"{""type"": ""Point"", ""coordinates"": [2.353281840182742, 48.84827306020627]}";48.8482730602, 2.35328184018
1176;3261;BOILEAU (17-23) ELEM;17 rue BOILEAU;16ème Ardt;75116;"{""type"": ""Point"", ""coordinates"": [2.2652642274467683, 48.846344348251584]}";48.8463443483, 2.26526422745
1180;3261;JEAN JAURES (160) ELEM;160 avenue JEAN JAURES;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.388022514736719, 48.887289202481746]}";48.8872892025, 2.38802251474
1184;3261;AQUEDUC (39) ELEM;39 RUE DE L' AQUEDUC;10ème Ardt;75110;"{""type"": ""Point"", ""coordinates"": [2.363923017155987, 48.882479007184735]}";48.8824790072, 2.36392301716
1188;3261;PIAT (36) MAT;36 rue PIAT;20ème Ardt;75120;"{""type"": ""Point"", ""coordinates"": [2.384822377554956, 48.87222675531183]}";48.8722267553, 2.38482237755
1189;3261;OLIVIER METRA (32-34) POLY;32 rue OLIVIER METRA;20ème Ardt;75120;"{""type"": ""Point"", ""coordinates"": [2.393851999995678, 48.873298377738]}";48.8732983777, 2.393852
1193;3261;CHAT.DES RENTIERS (37) ELEM;37 RUE DU CHATEAU DES RENTIERS;13ème Ardt;75113;"{""type"": ""Point"", ""coordinates"": [2.369976586384325, 48.82462242112949]}";48.8246224211, 2.36997658638
1199;3261;CHARLES MOUREU (RELAI) ELEM;34 rue CHARLES MOUREU;13ème Ardt;75113;"{""type"": ""Point"", ""coordinates"": [2.361835091790693, 48.82818280520439]}";48.8281828052, 2.36183509179
1201;3261;PAUL BAUDRY (10) POLY;10 rue PAUL BAUDRY;8ème Ardt;75108;"{""type"": ""Point"", ""coordinates"": [2.307404168235311, 48.87234526199683]}";48.872345262, 2.30740416824
1203;3260;PLANCHAT (52) MAT;52 rue PLANCHAT;20ème Ardt;75120;"{""type"": ""Point"", ""coordinates"": [2.39660065236987, 48.855804589789024]}";48.8558045898, 2.39660065237
1221;3260;BIENFAISANCE (12) MAT;12 RUE DE LA BIENFAISANCE;8ème Ardt;75108;"{""type"": ""Point"", ""coordinates"": [2.3201270403495, 48.87681496443281]}";48.8768149644, 2.32012704035
1225;3260;PROCESSION (66) MAT;66 RUE DE LA PROCESSION;15ème Ardt;75115;"{""type"": ""Point"", ""coordinates"": [2.309429981944412, 48.83657414484057]}";48.8365741448, 2.30942998194
1227;3260;RUISSEAU (6) MAT;6 RUE DU RUISSEAU;18ème Ardt;75118;"{""type"": ""Point"", ""coordinates"": [2.339861547664252, 48.89171570998115]}";48.89171571, 2.33986154766
1230;3260;JOSEPH DE MAISTRE (94) MAT;94 rue JOSEPH DE MAISTRE;18ème Ardt;75118;"{""type"": ""Point"", ""coordinates"": [2.33032470753137, 48.89328502974966]}";48.8932850297, 2.33032470753
1240;3260;PAUL DUBOIS (6) MAT;6 rue PAUL DUBOIS;3ème Ardt;75103;"{""type"": ""Point"", ""coordinates"": [2.361363396878589, 48.865333991076525]}";48.8653339911, 2.36136339688
1248;3260;PELLEPORT (172) MAT;172 rue PELLEPORT;20ème Ardt;75120;"{""type"": ""Point"", ""coordinates"": [2.398023071229068, 48.87377192154726]}";48.8737719215, 2.39802307123
1252;3260;BIDASSOA (21) MAT;21 RUE DE LA BIDASSOA;20ème Ardt;75120;"{""type"": ""Point"", ""coordinates"": [2.393684940866418, 48.866117858200695]}";48.8661178582, 2.39368494087
1253;3260;TCHAIKOVSKI (7) MAT;7 rue TCHAIKOVSKI;18ème Ardt;75118;"{""type"": ""Point"", ""coordinates"": [2.364554543111963, 48.89418329582577]}";48.8941832958, 2.36455454311
1255;3260;BOISSIERE  (56) MAT;56 rue BOISSIERE;16ème Ardt;75116;"{""type"": ""Point"", ""coordinates"": [2.287887994067216, 48.868147079871456]}";48.8681470799, 2.28788799407
1257;3260;GRANGE BATELIERE (11) MAT;11 RUE DE LA GRANGE BATELIERE;9ème Ardt;75109;"{""type"": ""Point"", ""coordinates"": [2.342063792749881, 48.87301747416565]}";48.8730174742, 2.34206379275
1258;3260;LEGOUVE (6) MAT;6 rue LEGOUVE;10ème Ardt;75110;"{""type"": ""Point"", ""coordinates"": [2.362175398503968, 48.87225487349521]}";48.8722548735, 2.3621753985
1278;3260;PIVER (7) MAT;7 passage PIVER;11ème Ardt;75111;"{""type"": ""Point"", ""coordinates"": [2.374529271461418, 48.870391371761556]}";48.8703913718, 2.37452927146
1281;3260;ST ANGE (14) MAT;14 passage SAINT-ANGE;17ème Ardt;75117;"{""type"": ""Point"", ""coordinates"": [2.327431710125611, 48.89657309187357]}";48.8965730919, 2.32743171013
1288;3260;DUSSOUBS (12) MAT;12 rue DUSSOUBS;2ème Ardt;75102;"{""type"": ""Point"", ""coordinates"": [2.348684839670232, 48.865144309104245]}";48.8651443091, 2.34868483967
1290;3260;ARCHEREAU (58) MAT;58 rue ARCHEREAU;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.375818943387285, 48.89261609503495]}";48.892616095, 2.37581894339
1291;3260;RAPP (28) MAT;28 avenue RAPP;7ème Ardt;75107;"{""type"": ""Point"", ""coordinates"": [2.300206056119464, 48.85863065424094]}";48.8586306542, 2.30020605612
1309;3261;WURTZ (16) ELEM;16 rue WURTZ;13ème Ardt;75113;"{""type"": ""Point"", ""coordinates"": [2.34461852762254, 48.82693192507631]}";48.8269319251, 2.34461852762
1310;3261;TRUFFAUT (15) POLY;15 rue TRUFFAUT;17ème Ardt;75117;"{""type"": ""Point"", ""coordinates"": [2.322540242579554, 48.88493025221502]}";48.8849302522, 2.32254024258
1315;3261;JEAN BOUTON (5) ELEM;5 rue JEAN BOUTON;12ème Ardt;75112;"{""type"": ""Point"", ""coordinates"": [2.376766718093545, 48.84569695947829]}";48.8456969595, 2.37676671809
1317;3261;BUFFAULT (32) ELEM;32 rue BUFFAULT;9ème Ardt;75109;"{""type"": ""Point"", ""coordinates"": [2.342436570832637, 48.876312928517564]}";48.8763129285, 2.34243657083
1321;3261;AUBERVILLIERS (132) ELEM;132 RUE D' AUBERVILLIERS;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.369369682172954, 48.891947689644375]}";48.8919476896, 2.36936968217
1336;3261;COMPANS (106) ELEM A;106 rue COMPANS;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.389781418394483, 48.8803855501659]}";48.8803855502, 2.38978141839
1347;3261;ST MAUR (22) ELEM A;22 rue SAINT-MAUR;11ème Ardt;75111;"{""type"": ""Point"", ""coordinates"": [2.38204068621753, 48.86030901729688]}";48.8603090173, 2.38204068622
1352;3261;DUSSOUBS (42) ELEM;42 rue DUSSOUBS;2ème Ardt;75102;"{""type"": ""Point"", ""coordinates"": [2.349694356569056, 48.86716386887797]}";48.8671638689, 2.34969435657
1356;3261;JEANNE D ARC (33) ELEM A;33 place JEANNE D'ARC;13ème Ardt;75113;"{""type"": ""Point"", ""coordinates"": [2.367434603574183, 48.82978370535337]}";48.8297837054, 2.36743460357
1361;3261;HENRI NOGUERES (10) POLY;10 rue HENRI NOGUERES;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.374683908721952, 48.88463842664638]}";48.8846384266, 2.37468390872
1362;3261;AMPERE (18) ELEM;18 rue AMPERE;17ème Ardt;75117;"{""type"": ""Point"", ""coordinates"": [2.304946096913369, 48.88531855258923]}";48.8853185526, 2.30494609691
1364;3261;OURCQ (105B) ELEM A;105 bis RUE DE L' OURCQ;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.375075379330802, 48.893558393516784]}";48.8935583935, 2.37507537933
1369;3261;JUSSIENNE (3) ELEM;3 RUE DE LA JUSSIENNE;2ème Ardt;75102;"{""type"": ""Point"", ""coordinates"": [2.344091049750709, 48.86530004007609]}";48.8653000401, 2.34409104975
1370;3261;ST BERNARD (31) ELEM;31 rue SAINT-BERNARD;11ème Ardt;75111;"{""type"": ""Point"", ""coordinates"": [2.380883656261652, 48.85270349706625]}";48.8527034971, 2.38088365626
1371;3261;SIMON BOLIVAR (119) ELEM A;119 avenue SIMON BOLIVAR;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.374187395431405, 48.87983801855387]}";48.8798380186, 2.37418739543
1374;3261;BOULARD (46) ELEM;46 rue BOULARD;14ème Ardt;75114;"{""type"": ""Point"", ""coordinates"": [2.327836190204344, 48.832662577708895]}";48.8326625777, 2.3278361902
1380;3261;CLIGNANCOURT (61) ELEM;61 RUE DE CLIGNANCOURT;18ème Ardt;75118;"{""type"": ""Point"", ""coordinates"": [2.347797855160952, 48.88793298988648]}";48.8879329899, 2.34779785516
1392;3261;ROMAINVILLE (57) ELEM A;57 RUE DE ROMAINVILLE;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.4030100064403612, 48.877417070403666]}";48.8774170704, 2.40301000644
1393;3261;MAURICE GENEVOIX (3) POLY;3 rue MAURICE GENEVOIX;18ème Ardt;75118;"{""type"": ""Point"", ""coordinates"": [2.360465324962945, 48.894455270246134]}";48.8944552702, 2.36046532496
1394;3261;FAUBOURG ST DENIS (34) ELEM;34 RUE DU FAUBOURG SAINT-DENIS;10ème Ardt;75110;"{""type"": ""Point"", ""coordinates"": [2.353506733964871, 48.871111116376724]}";48.8711111164, 2.35350673396
1420;3261;KUSS (8) POLY;8 rue KUSS;13ème Ardt;75113;"{""type"": ""Point"", ""coordinates"": [2.351305571856379, 48.82223098891178]}";48.8222309889, 2.35130557186
1433;3261;HERMEL (20) ELEM;20 rue HERMEL;18ème Ardt;75118;"{""type"": ""Point"", ""coordinates"": [2.344513080958964, 48.89130095570096]}";48.8913009557, 2.34451308096
1446;3261;GUSTAVE ROUANET (7) ELEM;7 rue GUSTAVE ROUANET;18ème Ardt;75118;"{""type"": ""Point"", ""coordinates"": [2.340316321975378, 48.89631475865579]}";48.8963147587, 2.34031632198
1455;3261;CHAT.RENTIERS (40) ELEM;40 RUE DU CHATEAU DES RENTIERS;13ème Ardt;75113;"{""type"": ""Point"", ""coordinates"": [2.369983169247327, 48.824957435279664]}";48.8249574353, 2.36998316925
1459;3261;JENNER (40) ELEM A;40 rue JENNER;13ème Ardt;75113;"{""type"": ""Point"", ""coordinates"": [2.36185482664169, 48.835603333389415]}";48.8356033334, 2.36185482664
1463;3261;ALEXANDRE DUMAS (39) ELEM;39 rue ALEXANDRE DUMAS;11ème Ardt;75111;"{""type"": ""Point"", ""coordinates"": [2.3932542610332, 48.853748663658]}";48.8537486637, 2.39325426103
1469;3261;TOURTILLE (38) ELEM;38 RUE DE TOURTILLE;20ème Ardt;75120;"{""type"": ""Point"", ""coordinates"": [2.3804262119916, 48.87230792928626]}";48.8723079293, 2.38042621199
1477;3261;PARMENTIER (11B) ELEM;11 bis avenue PARMENTIER;11ème Ardt;75111;"{""type"": ""Point"", ""coordinates"": [2.378800224295568, 48.85975604210565]}";48.8597560421, 2.3788002243
1487;3261;CHAMPERRET (7) ELEM;7 AVENUE DE LA PORTE DE CHAMPERRET;17ème Ardt;75117;"{""type"": ""Point"", ""coordinates"": [2.286964097542952, 48.88609221850477]}";48.8860922185, 2.28696409754
1491;3261;PYRENEES (291) ELEM B;291 RUE DES PYRENEES;20ème Ardt;75120;"{""type"": ""Point"", ""coordinates"": [2.3948765591524372, 48.8692908862431]}";48.8692908862, 2.39487655915
1495;3482;GERMAINE TILLION;8 avenue VINCENT D'INDY;12ème Ardt;75112;"{""type"": ""Point"", ""coordinates"": [2.411707605991627, 48.84313628562802]}";48.8431362856, 2.41170760599
1498;3482;CHAPTAL;45 BOULEVARD DES BATIGNOLLES;8ème Ardt;75108;"{""type"": ""Point"", ""coordinates"": [2.31968760117262, 48.88173758712076]}";48.8817375871, 2.31968760117
1500;3482;DANIEL MAYER;2 place HEBERT;18ème Ardt;75118;"{""type"": ""Point"", ""coordinates"": [2.363861812288965, 48.89314129471269]}";48.8931412947, 2.36386181229
1501;3261;JEAN FRANCOIS LEPINE (6) ELEM;6 rue JEAN-FRANCOIS LEPINE;18ème Ardt;75118;"{""type"": ""Point"", ""coordinates"": [2.3587182496099, 48.886181736270615]}";48.8861817363, 2.35871824961
1505;3261;GROS (18) POLY;18 rue GROS;16ème Ardt;75116;"{""type"": ""Point"", ""coordinates"": [2.276148551017673, 48.851382499823096]}";48.8513824998, 2.27614855102
1509;3261;44 ENFANTS D'IZIEU (2) POLY;2 PLACE DES QUARANTE-QUATRE ENFANTS D'IZIEU;13ème Ardt;75113;"{""type"": ""Point"", ""coordinates"": [2.356256611120622, 48.821637346226105]}";48.8216373462, 2.35625661112
1511;3261;CHARDON LAGACHE (64) MAT;64 rue CHARDON-LAGACHE;16ème Ardt;75116;"{""type"": ""Point"", ""coordinates"": [2.264222282900329, 48.84236113180386]}";48.8423611318, 2.2642222829
1512;3261;MANIN (34) MAT;34 rue MANIN;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.389431821515377, 48.883500010128344]}";48.8835000101, 2.38943182152
1520;3261;PARC DES PRINCES (23) ELEM;23 AVENUE DU PARC DES PRINCES;16ème Ardt;75116;"{""type"": ""Point"", ""coordinates"": [2.254649205899527, 48.840918391632755]}";48.8409183916, 2.2546492059
1521;3261;BELLIARD (129) ELEM;129 rue BELLIARD;18ème Ardt;75118;"{""type"": ""Point"", ""coordinates"": [2.33562877909615, 48.896349200741376]}";48.8963492007, 2.3356287791
1524;3261;CAMBON (28) POLY;28 rue CAMBON;1er Ardt;75101;"{""type"": ""Point"", ""coordinates"": [2.326856188899248, 48.868112427924615]}";48.8681124279, 2.3268561889
1529;3261;MANIN (30) ELEM B;30 rue MANIN;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.389052325768668, 48.883353342991384]}";48.883353343, 2.38905232577
1538;3261;VERTUS (8) ELEM;8 RUE DES VERTUS;3ème Ardt;75103;"{""type"": ""Point"", ""coordinates"": [2.357872706579546, 48.864164454502415]}";48.8641644545, 2.35787270658
1540;3261;GUTENBERG (50) ELEM;50 rue GUTENBERG;15ème Ardt;75115;"{""type"": ""Point"", ""coordinates"": [2.279837795934591, 48.8427308806161]}";48.8427308806, 2.27983779593
1541;3261;ST CHARLES (197) ELEM;197 rue SAINT-CHARLES;15ème Ardt;75115;"{""type"": ""Point"", ""coordinates"": [2.28017101814774, 48.84028794036235]}";48.8402879404, 2.28017101815
1548;3261;ORAN (18) ELEM;18 RUE D' ORAN;18ème Ardt;75118;"{""type"": ""Point"", ""coordinates"": [2.353029210494406, 48.88904594039968]}";48.8890459404, 2.35302921049
1553;3261;ARGENTEUIL (11) ELEM;11 RUE D' ARGENTEUIL;1er Ardt;75101;"{""type"": ""Point"", ""coordinates"": [2.333823253289165, 48.86488576234674]}";48.8648857623, 2.33382325329
1555;3261;ST LOUIS EN L'ILE (21) ELEM;21 rue SAINT-LOUIS EN L'ILE;4ème Ardt;75104;"{""type"": ""Point"", ""coordinates"": [2.357240562416798, 48.85153572316181]}";48.8515357232, 2.35724056242
1562;3261;IVRY (47) ELEM A;47 AVENUE D' IVRY;13ème Ardt;75113;"{""type"": ""Point"", ""coordinates"": [2.365782181713796, 48.823060367304144]}";48.8230603673, 2.36578218171
1565;3261;CHARENTON (51) ELEM;51 RUE DE CHARENTON;12ème Ardt;75112;"{""type"": ""Point"", ""coordinates"": [2.372733395393955, 48.851074769620126]}";48.8510747696, 2.37273339539
1576;3261;CHERBOURG (15) ELEM;15 RUE DE CHERBOURG;15ème Ardt;75115;"{""type"": ""Point"", ""coordinates"": [2.304099545934174, 48.8310625343244]}";48.8310625343, 2.30409954593
1577;3261;MANIN (40B) ELEM;40 bis rue MANIN;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.390714924019324, 48.884012102530896]}";48.8840121025, 2.39071492402
1578;3261;DUNOIS (64) ELEM;64 rue DUNOIS;13ème Ardt;75113;"{""type"": ""Point"", ""coordinates"": [2.366908902057792, 48.832747845384134]}";48.8327478454, 2.36690890206
1584;3261;DUPLEIX (21) ELEM;21 rue DUPLEIX;15ème Ardt;75115;"{""type"": ""Point"", ""coordinates"": [2.297193883092943, 48.851482446921715]}";48.8514824469, 2.29719388309
1592;3261;PROVIDENCE (7) ELEM B;7 RUE DE LA PROVIDENCE;13ème Ardt;75113;"{""type"": ""Point"", ""coordinates"": [2.34868712477194, 48.825430466709754]}";48.8254304667, 2.34868712477
1593;3261;GLACIERE (100) ELEM;10 rue SOEUR CATHERINE MARIE;13ème Ardt;75113;"{""type"": ""Point"", ""coordinates"": [2.342910701823733, 48.829792239177436]}";48.8297922392, 2.34291070182
1599;3261;COLETTE MAGNY (15) ELEM;15 rue Colette Magny;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.376059327607306, 48.89500810814713]}";48.8950081081, 2.37605932761
1607;1800;BESLAY (2) MAT;2 passage BESLAY;11ème Ardt;75111;"{""type"": ""Point"", ""coordinates"": [2.373467183831364, 48.86300084949054]}";48.8630008495, 2.37346718383
1608;1800;CHARLES HERMITE (2) MAT;2 rue CHARLES HERMITE;18ème Ardt;75118;"{""type"": ""Point"", ""coordinates"": [2.369872461060125, 48.89991713437066]}";48.8999171344, 2.36987246106
1609;1800;TANDOU (22-28) MAT;22 rue TANDOU;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.380622490203816, 48.88646818782377]}";48.8864681878, 2.3806224902
1614;1800;POMMARD (33) MAT;33 RUE DE POMMARD;12ème Ardt;75112;"{""type"": ""Point"", ""coordinates"": [2.383708078439676, 48.83641592433541]}";48.8364159243, 2.38370807844
1615;1800;ARCHEREAU (63) MAT;63 rue ARCHEREAU;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.375833755603686, 48.89286303995265]}";48.89286304, 2.3758337556
1617;1800;SOMMERARD (10) MAT;10 rue DU SOMMERARD;5ème Ardt;75105;"{""type"": ""Point"", ""coordinates"": [2.346871685417978, 48.84994332742141]}";48.8499433274, 2.34687168542
1624;1800;ST DIDIER (15B) POLY;15 bis rue SAINT-DIDIER;16ème Ardt;75116;"{""type"": ""Point"", ""coordinates"": [2.28760309990275, 48.86614055672319]}";48.8661405567, 2.2876030999
1626;1800;BRETONNEAU (12) MAT;12 rue BRETONNEAU;20ème Ardt;75120;"{""type"": ""Point"", ""coordinates"": [2.403113236156781, 48.86755614389549]}";48.8675561439, 2.40311323616
1628;1800;MAURICE RIPOCHE (55-61) MAT;55 rue MAURICE RIPOCHE;14ème Ardt;75114;"{""type"": ""Point"", ""coordinates"": [2.323055722843239, 48.83323863161567]}";48.8332386316, 2.32305572284
1632;1800;EUGENIE COTTON (20) MAT;20 rue EUGENIE COTTON;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.39504113283322, 48.87880036635741]}";48.8788003664, 2.39504113283
1645;1800;LITTRE (6) MAT;6 rue LITTRE;6ème Ardt;75106;"{""type"": ""Point"", ""coordinates"": [2.3237731037437532, 48.84564322419063]}";48.8456432242, 2.32377310374
1651;1800;OLIVIER METRA (24) ELEM A;24 rue OLIVIER METRA;20ème Ardt;75120;"{""type"": ""Point"", ""coordinates"": [2.3942626050993923, 48.873000734338596]}";48.8730007343, 2.3942626051
1655;1800;BIENFAISANCE (12) MAT;12 RUE DE LA BIENFAISANCE;8ème Ardt;75108;"{""type"": ""Point"", ""coordinates"": [2.3201270403495, 48.87681496443281]}";48.8768149644, 2.32012704035
1672;1800;ARCHEREAU (58) MAT;58 rue ARCHEREAU;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.375818943387285, 48.89261609503495]}";48.892616095, 2.37581894339
1162;3261;LE VAU (10) POLY;10 rue LE VAU;20ème Ardt;75120;"{""type"": ""Point"", ""coordinates"": [2.41131171297101, 48.866597522088426]}";48.8665975221, 2.41131171297
1169;3261;BELLEVILLE (77) ELEM A;77 BOULEVARD DE BELLEVILLE;11ème Ardt;75111;"{""type"": ""Point"", ""coordinates"": [2.377434559173325, 48.87127462327397]}";48.8712746233, 2.37743455917
1178;3261;EUGENIE COTTON (16) ELEM A;16 rue EUGENIE COTTON;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.3945249391014762, 48.87874197855916]}";48.8787419786, 2.3945249391
1182;3261;PAUL VALERY (18) ELEM;18 rue PAUL VALERY;16ème Ardt;75116;"{""type"": ""Point"", ""coordinates"": [2.290000668182471, 48.870342906403096]}";48.8703429064, 2.29000066818
1183;3261;SURENE (18) ELEM;18 RUE DE SURENE;8ème Ardt;75108;"{""type"": ""Point"", ""coordinates"": [2.320572529315915, 48.871059892224885]}";48.8710598922, 2.32057252932
1185;3261;HOSPITAL. ST GERVAIS (10) POLY;10 RUE DES HOSPITALIERES SAINT-GERVAIS;4ème Ardt;75104;"{""type"": ""Point"", ""coordinates"": [2.359141781908423, 48.85791478899094]}";48.857914789, 2.35914178191
1190;3261;VIGEE LEBRUN (17) ELEM A;17 rue VIGEE-LEBRUN;15ème Ardt;75115;"{""type"": ""Point"", ""coordinates"": [2.310955515393978, 48.83885497519296]}";48.8388549752, 2.31095551539
1194;3261;BLANCHE (9) ELEM;9 rue BLANCHE;9ème Ardt;75109;"{""type"": ""Point"", ""coordinates"": [2.331786454247013, 48.87796815082263]}";48.8779681508, 2.33178645425
1200;3261;BERNARD BUFFET (14) POLY;14 RUE BERNARD BUFFET;17ème Ardt;75117;"{""type"": ""Point"", ""coordinates"": [2.316047471750934, 48.89168768144817]}";48.8916876814, 2.31604747175
1206;3260;BERCY (167) MAT;167 RUE DE BERCY;12ème Ardt;75112;"{""type"": ""Point"", ""coordinates"": [2.3752385503850473, 48.84260745535201]}";48.8426074554, 2.37523855039
1223;3260;GEORGES THILL (11) MAT;11 rue GEORGES THILL;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.388884800958181, 48.88670169100298]}";48.886701691, 2.38888480096
1229;3260;BOY  ZELENSKI (5) MAT;5 rue BOY-ZELENSKI;10ème Ardt;75110;"{""type"": ""Point"", ""coordinates"": [2.367886623923302, 48.87683463906201]}";48.8768346391, 2.36788662392
1232;3260;VERSAILLES (141) MAT;141 AVENUE DE VERSAILLES;16ème Ardt;75116;"{""type"": ""Point"", ""coordinates"": [2.268017433019282, 48.842120011553426]}";48.8421200116, 2.26801743302
1234;3260;GRANDS CHAMPS (22) MAT;12 RUE DES GRANDS CHAMPS;20ème Ardt;75120;"{""type"": ""Point"", ""coordinates"": [2.399742553512755, 48.85045853830553]}";48.8504585383, 2.39974255351
1237;3260;POULLETIER (18) MAT;18 rue POULLETIER;4ème Ardt;75104;"{""type"": ""Point"", ""coordinates"": [2.358314138154766, 48.85147073876571]}";48.8514707388, 2.35831413815
1254;3260;EMILE DUPLOYE (27) MAT;27 rue EMILE DUPLOYE;18ème Ardt;75118;"{""type"": ""Point"", ""coordinates"": [2.355140424118024, 48.889900241162124]}";48.8899002412, 2.35514042412
1260;3260;EMERIAU (16) MAT;16 rue EMERIAU;15ème Ardt;75115;"{""type"": ""Point"", ""coordinates"": [2.287857209805914, 48.8513434868711]}";48.8513434869, 2.28785720981
1263;3260;CAMBON (28) POLY;28 rue CAMBON;1er Ardt;75101;"{""type"": ""Point"", ""coordinates"": [2.326856188899248, 48.868112427924615]}";48.8681124279, 2.3268561889
1272;3260;CHAMPIONNET (72) MAT;72 rue CHAMPIONNET;18ème Ardt;75118;"{""type"": ""Point"", ""coordinates"": [2.344880362526278, 48.89589084717376]}";48.8958908472, 2.34488036253
1273;3260;ST DENIS (221) MAT;221 rue SAINT-DENIS;2ème Ardt;75102;"{""type"": ""Point"", ""coordinates"": [2.351237746362123, 48.86694758352332]}";48.8669475835, 2.35123774636
1274;3260;SARRETTE (34) MAT;34 rue SARRETTE;14ème Ardt;75114;"{""type"": ""Point"", ""coordinates"": [2.328399466254798, 48.82600796259367]}";48.8260079626, 2.32839946625
1276;3260;PIERRE BULLET (4) MAT;4 rue PIERRE BULLET;10ème Ardt;75110;"{""type"": ""Point"", ""coordinates"": [2.358098851252483, 48.871568582595]}";48.8715685826, 2.35809885125
1287;3260;HIPPOLYTE MAINDRON (48) MAT;48 rue HIPPOLYTE MAINDRON;14ème Ardt;75114;"{""type"": ""Point"", ""coordinates"": [2.320559193029764, 48.830404581451475]}";48.8304045815, 2.32055919303
1295;3260;MACDONALD (141) POLY;141 boulevard MacDonald;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.379741513868264, 48.89862625874499]}";48.8986262587, 2.37974151387
1298;3260;CHAPON (25) MAT;25 rue CHAPON;3ème Ardt;75103;"{""type"": ""Point"", ""coordinates"": [2.355172115480369, 48.86362013024119]}";48.8636201302, 2.35517211548
1299;3260;COLONEL MOLL (16) MAT;16 RUE DU COLONEL MOLL;17ème Ardt;75117;"{""type"": ""Point"", ""coordinates"": [2.2901010613455233, 48.87801285856178]}";48.8780128586, 2.29010106135
1300;3260;COLETTE MAGNY(21) MAT;21 rue Colette Magny;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.3753344275077373, 48.89537161040177]}";48.8953716104, 2.37533442751
1302;3261;GUADELOUPE (2) ELEM;2 RUE DE LA GUADELOUPE;18ème Ardt;75118;"{""type"": ""Point"", ""coordinates"": [2.3626320892853, 48.890753009234786]}";48.8907530092, 2.36263208929
1303;3261;CHAMPIONNET (7) ELEM;7 rue CHAMPIONNET;18ème Ardt;75118;"{""type"": ""Point"", ""coordinates"": [2.352078967217373, 48.89512914028205]}";48.8951291403, 2.35207896722
1304;3261;BERTHIER (112) ELEM;112 boulevard BERTHIER;17ème Ardt;75117;"{""type"": ""Point"", ""coordinates"": [2.301658090842203, 48.88919934786161]}";48.8891993479, 2.30165809084
1306;3261;ROUELLE (25) ELEM;25 rue ROUELLE;15ème Ardt;75115;"{""type"": ""Point"", ""coordinates"": [2.287397379010981, 48.850421621661916]}";48.8504216217, 2.28739737901
1314;3261;CONVENTION (78) POLY;78 RUE DE LA CONVENTION;15ème Ardt;75115;"{""type"": ""Point"", ""coordinates"": [2.284786365599895, 48.842399125783395]}";48.8423991258, 2.2847863656
1324;3261;BERANGER (3) ELEM;3 rue BERANGER;3ème Ardt;75103;"{""type"": ""Point"", ""coordinates"": [2.3643829876516262, 48.86481590356348]}";48.8648159036, 2.36438298765
1325;3261;LAMORICIERE (10) ELEM A;10 avenue LAMORICIERE;12ème Ardt;75112;"{""type"": ""Point"", ""coordinates"": [2.4123379219614263, 48.844867693101534]}";48.8448676931, 2.41233792196
1329;3261;JEAN MENANS (2) MAT;2 rue JEAN MENANS;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.378711443961889, 48.88105439492087]}";48.8810543949, 2.37871144396
1341;3261;MARGUERITE LONG (5) POLY;5 rue MARGUERITE LONG;17ème Ardt;75117;"{""type"": ""Point"", ""coordinates"": [2.30451909986084, 48.89101309437079]}";48.8910130944, 2.30451909986
