GEOMETRY_ID;Type d'établissement;LIBELLE;ADRESSE;ARR_LIBELLE;ARR_INSEE;geo_shape;geo_point_2d
1198;3261;LOUIS DE FUNES(2) ZAC BEAUJON POLY;2 ALLEE LOUIS DE FUNES;8ème Ardt;75108;"{""type"": ""Point"", ""coordinates"": [2.305876459040179, 48.875907063446505]}";48.8759070634, 2.30587645904
1202;3261;DAUMESNIL (253 T) ELEM;253 ter avenue DAUMESNIL;12ème Ardt;75112;"{""type"": ""Point"", ""coordinates"": [2.403118293044725, 48.83704465961439]}";48.8370446596, 2.40311829304
1204;3260;ARMAND CARREL (47) MAT;47 rue ARMAND CARREL;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.375784996650399, 48.88269977340566]}";48.8826997734, 2.37578499665
1207;3260;GUSTAVE DORE (3) MAT;3 rue GUSTAVE DORE;17ème Ardt;75117;"{""type"": ""Point"", ""coordinates"": [2.303012357477125, 48.8862449667478]}";48.8862449667, 2.30301235748
1209;3260;EUPATORIA (15) MAT;15 RUE D' EUPATORIA;20ème Ardt;75120;"{""type"": ""Point"", ""coordinates"": [2.387335867678881, 48.86889592649668]}";48.8688959265, 2.38733586768
1212;3260;GUSTAVE ZEDE (5) MAT;5 rue GUSTAVE ZEDE;16ème Ardt;75116;"{""type"": ""Point"", ""coordinates"": [2.272807371855352, 48.85573996994424]}";48.8557399699, 2.27280737186
1219;3260;LECOMTE (6) POLY;6 rue LECOMTE;17ème Ardt;75117;"{""type"": ""Point"", ""coordinates"": [2.32107144357422, 48.888671049355686]}";48.8886710494, 2.32107144357
1220;3260;TRUFFAUT (15) POLY;15 rue TRUFFAUT;17ème Ardt;75117;"{""type"": ""Point"", ""coordinates"": [2.322540242579554, 48.88493025221502]}";48.8849302522, 2.32254024258
1224;3260;ANTOINE CHANTIN (22) MAT;22 rue ANTOINE CHANTIN;14ème Ardt;75114;"{""type"": ""Point"", ""coordinates"": [2.322533613759899, 48.8272824598084]}";48.8272824598, 2.32253361376
1231;3260;WURTZ (16) MAT;16 rue WURTZ;13ème Ardt;75113;"{""type"": ""Point"", ""coordinates"": [2.34461852762254, 48.82693192507631]}";48.8269319251, 2.34461852762
1235;3260;LYONNAIS (22) MAT;22 RUE DES LYONNAIS;5ème Ardt;75105;"{""type"": ""Point"", ""coordinates"": [2.346472506256671, 48.83851906163608]}";48.8385190616, 2.34647250626
1236;3260;TROIS BORNES (39) MAT;39 RUE DES TROIS BORNES;11ème Ardt;75111;"{""type"": ""Point"", ""coordinates"": [2.374600993642227, 48.867348560908795]}";48.8673485609, 2.37460099364
1238;3260;LEON SCHWARTZENBERG (11) MAT;11 square ALBAN SATRAGNE;10ème Ardt;75110;"{""type"": ""Point"", ""coordinates"": [2.355248422662065, 48.875453946057526]}";48.8754539461, 2.35524842266
1239;3260;VAUVENARGUES (4) MAT;2 rue VAUVENARGUES;18ème Ardt;75118;"{""type"": ""Point"", ""coordinates"": [2.334589038469993, 48.89220478099755]}";48.892204781, 2.33458903847
1246;3260;CAMBRAI (5) MAT;5 RUE DE CAMBRAI;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.377786561520894, 48.89455724945109]}";48.8945572495, 2.37778656152
1247;3260;BRILLAT SAVARIN (87) MAT;87 rue BRILLAT-SAVARIN;13ème Ardt;75113;"{""type"": ""Point"", ""coordinates"": [2.342842021409611, 48.82440907956439]}";48.8244090796, 2.34284202141
1256;3260;COUR DES NOUES (26) MAT;26 RUE DE LA COUR DES NOUES;20ème Ardt;75120;"{""type"": ""Point"", ""coordinates"": [2.400663885224295, 48.86433914275052]}";48.8643391428, 2.40066388522
1261;3260;LITTRE (6) MAT;6 rue LITTRE;6ème Ardt;75106;"{""type"": ""Point"", ""coordinates"": [2.323773103848774, 48.845643216096946]}";48.8456432161, 2.32377310385
1264;3260;BEAUREGARD (5) POLY;5 rue BEAUREGARD;2ème Ardt;75102;"{""type"": ""Point"", ""coordinates"": [2.348337628372882, 48.86927024569608]}";48.8692702457, 2.34833762837
1265;3260;LANCRY (15) POLY;15 RUE DE LANCRY;10ème Ardt;75110;"{""type"": ""Point"", ""coordinates"": [2.360343891561473, 48.86956843503166]}";48.869568435, 2.36034389156
1269;3260;CUGNOT (30) POLY;30 rue CUGNOT;18ème Ardt;75118;"{""type"": ""Point"", ""coordinates"": [2.364587156953011, 48.892715724711486]}";48.8927157247, 2.36458715695
1271;3260;HENRI NOGUERES (10) POLY;10 rue HENRI NOGUERES;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.374683908721952, 48.88463842664638]}";48.8846384266, 2.37468390872
1275;3260;CHARLES BAUDELAIRE (16) MAT;16 rue CHARLES BAUDELAIRE;12ème Ardt;75112;"{""type"": ""Point"", ""coordinates"": [2.376926567135076, 48.849498991137416]}";48.8494989911, 2.37692656714
1280;3260;VOSGES (12) MAT;12 PLACE DES VOSGES;4ème Ardt;75104;"{""type"": ""Point"", ""coordinates"": [2.366439007655082, 48.85518715253337]}";48.8551871525, 2.36643900766
1283;3260;PEREIRE (221) MAT;221 boulevard PEREIRE;17ème Ardt;75117;"{""type"": ""Point"", ""coordinates"": [2.289289688998987, 48.88056489268452]}";48.8805648927, 2.289289689
1285;3260;VOLONTAIRES (17) MAT;17 RUE DES VOLONTAIRES;15ème Ardt;75115;"{""type"": ""Point"", ""coordinates"": [2.307453230036737, 48.84233015937048]}";48.8423301594, 2.30745323004
1292;3260;CAPITAINE LAGACHE (21) MAT;21 RUE DU CAPITAINE LAGACHE;17ème Ardt;75117;"{""type"": ""Point"", ""coordinates"": [2.325275514702591, 48.89214408860944]}";48.8921440886, 2.3252755147
1293;3260;ERLANGER (58) MAT;58 rue ERLANGER;16ème Ardt;75116;"{""type"": ""Point"", ""coordinates"": [2.259707052099459, 48.84426466306964]}";48.8442646631, 2.2597070521
1294;3260;LOUIS DE FUNES(2) ZAC BEAUJON POLY;2 ALLEE LOUIS DE FUNES;8ème Ardt;75108;"{""type"": ""Point"", ""coordinates"": [2.305876459040179, 48.875907063446505]}";48.8759070634, 2.30587645904
1297;3260;PIAT (36) MAT;36 rue PIAT;20ème Ardt;75120;"{""type"": ""Point"", ""coordinates"": [2.384822377554956, 48.87222675531183]}";48.8722267553, 2.38482237755
1301;3260;EUGENIE COTTON (20) MAT;20 rue EUGENIE COTTON;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.39504113283322, 48.87880036635741]}";48.8788003664, 2.39504113283
1305;3261;VANDREZANNE (38) ELEM;38 rue VANDREZANNE;13ème Ardt;75113;"{""type"": ""Point"", ""coordinates"": [2.353176847116798, 48.827838773834785]}";48.8278387738, 2.35317684712
1322;3261;ETIENNE MARCEL (20) POLY;20 rue ETIENNE MARCEL;2ème Ardt;75102;"{""type"": ""Point"", ""coordinates"": [2.348314568868274, 48.86414057695331]}";48.864140577, 2.34831456887
1323;3261;TOURELLES (9) POLY;9 RUE DES TOURELLES;20ème Ardt;75120;"{""type"": ""Point"", ""coordinates"": [2.404086116114814, 48.874737294076]}";48.8747372941, 2.40408611611
1330;3261;RENARD (16) ELEM;16 RUE DU RENARD;4ème Ardt;75104;"{""type"": ""Point"", ""coordinates"": [2.352490304797484, 48.859114938040065]}";48.859114938, 2.3524903048
1331;3261;LE VAU (20) ELEM A;20 rue LE VAU;20ème Ardt;75120;"{""type"": ""Point"", ""coordinates"": [2.411209866655237, 48.86753211527431]}";48.8675321153, 2.41120986666
1332;3261;MILTON (21) ELEM;21 rue MILTON;9ème Ardt;75109;"{""type"": ""Point"", ""coordinates"": [2.341173532827968, 48.87868749648217]}";48.8786874965, 2.34117353283
1334;3261;FOREST (14) POLY;14 rue FOREST;18ème Ardt;75118;"{""type"": ""Point"", ""coordinates"": [2.329087390197587, 48.88573336564053]}";48.8857333656, 2.3290873902
1348;3261;PIERRE LAROUSSE (28) ELEM;28 rue PIERRE LAROUSSE;14ème Ardt;75114;"{""type"": ""Point"", ""coordinates"": [2.314210381345892, 48.829097701675835]}";48.8290977017, 2.31421038135
1349;3261;TLEMCEN (9) ELEM;9 RUE DE TLEMCEN;20ème Ardt;75120;"{""type"": ""Point"", ""coordinates"": [2.387093973015753, 48.864588741003345]}";48.864588741, 2.38709397302
1354;3261;JEANNE D ARC (30) ELEM B;30 place JEANNE D'ARC;13ème Ardt;75113;"{""type"": ""Point"", ""coordinates"": [2.368889206464361, 48.83008507971273]}";48.8300850797, 2.36888920646
1355;3261;PIERRE GIRARD (9) ELEM;9 rue PIERRE GIRARD;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.37960376809515, 48.88590939110801]}";48.8859093911, 2.3796037681
1357;3261;ST MAUR (200) ELEM;200 rue SAINT-MAUR;10ème Ardt;75110;"{""type"": ""Point"", ""coordinates"": [2.371684848293723, 48.872232084463946]}";48.8722320845, 2.37168484829
1382;3261;ARMAND CARREL (43) ELEM;43 rue ARMAND CARREL;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.376675106599532, 48.882658024481955]}";48.8826580245, 2.3766751066
1384;3261;HIPPOLYTE MAINDRON (48) ELEM;48 rue HIPPOLYTE MAINDRON;14ème Ardt;75114;"{""type"": ""Point"", ""coordinates"": [2.320559193029764, 48.830404581451475]}";48.8304045815, 2.32055919303
1388;3261;CHABROL (41) ELEM;41 RUE DE CHABROL;10ème Ardt;75110;"{""type"": ""Point"", ""coordinates"": [2.353018656625892, 48.87681430924849]}";48.8768143092, 2.35301865663
1389;3261;BELLEVILLE (236) ELEM;236 RUE DE BELLEVILLE;20ème Ardt;75120;"{""type"": ""Point"", ""coordinates"": [2.398182988876854, 48.87535879551192]}";48.8753587955, 2.39818298888
1391;3261;BERCY (165) ELEM;165 RUE DE BERCY;12ème Ardt;75112;"{""type"": ""Point"", ""coordinates"": [2.375397930631661, 48.84252116117617]}";48.8425211612, 2.37539793063
1403;3261;BARBANEGRE (7) ELEM B;7 rue BARBANEGRE;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.382861773087766, 48.892138669581584]}";48.8921386696, 2.38286177309
1404;3261;OURCQ (105B) ELEM B;105 bis RUE DE L' OURCQ;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.375075379330802, 48.893558393516784]}";48.8935583935, 2.37507537933
1406;3261;FRANCOISE DORLEAC ELEM (8)B;8 place FRANCOISE DORLEAC;18ème Ardt;75118;"{""type"": ""Point"", ""coordinates"": [2.337455554499728, 48.90006352093853]}";48.9000635209, 2.3374555545
1411;3261;REPUBLIQUE (98) ELEM;98 AVENUE DE LA REPUBLIQUE;11ème Ardt;75111;"{""type"": ""Point"", ""coordinates"": [2.38237362411241, 48.863630580122454]}";48.8636305801, 2.38237362411
1412;3261;HOPITAL ST LOUIS(5) ELEM;5 RUE DE L' HOPITAL SAINT-LOUIS;10ème Ardt;75110;"{""type"": ""Point"", ""coordinates"": [2.365421164139582, 48.874881508074836]}";48.8748815081, 2.36542116414
1413;3261;EUGENE REISZ (4) ELEM;4 rue EUGENE REISZ;20ème Ardt;75120;"{""type"": ""Point"", ""coordinates"": [2.410899652414114, 48.856608684420564]}";48.8566086844, 2.41089965241
1427;3261;LEGENDRE (49) ELEM;49 rue LEGENDRE;17ème Ardt;75117;"{""type"": ""Point"", ""coordinates"": [2.315967657899578, 48.88525364124536]}";48.8852536412, 2.3159676579
1436;3261;ST JACQUES (250 B) ELEM;250 bis rue SAINT-JACQUES;5ème Ardt;75105;"{""type"": ""Point"", ""coordinates"": [2.3416321033596432, 48.84377708172344]}";48.8437770817, 2.34163210336
1438;3261;VICTOIRE (16) ELEM;16 RUE DE LA VICTOIRE;9ème Ardt;75109;"{""type"": ""Point"", ""coordinates"": [2.339189890723794, 48.8751475478776]}";48.8751475479, 2.33918989072
1440;3261;ST OUEN (23) ELEM;23 AVENUE DE SAINT-OUEN;17ème Ardt;75117;"{""type"": ""Point"", ""coordinates"": [2.325928356043653, 48.88905364690924]}";48.8890536469, 2.32592835604
1450;3261;CAVE (11) ELEM;11 rue CAVE;18ème Ardt;75118;"{""type"": ""Point"", ""coordinates"": [2.355167023289924, 48.886707351431824]}";48.8867073514, 2.35516702329
1453;3261;LITTRE (6) ELEM;6 rue LITTRE;6ème Ardt;75106;"{""type"": ""Point"", ""coordinates"": [2.323773103848774, 48.845643216096946]}";48.8456432161, 2.32377310385
1456;3261;ST MERRI (11) POLY;11 rue SAINT-MERRI;4ème Ardt;75104;"{""type"": ""Point"", ""coordinates"": [2.352953080835138, 48.85930477197084]}";48.859304772, 2.35295308084
1457;3261;PORTE BRANCION (5) ELEM;5 AVENUE DE LA PORTE BRANCION;15ème Ardt;75115;"{""type"": ""Point"", ""coordinates"": [2.302093888041972, 48.82745046254317]}";48.8274504625, 2.30209388804
1460;3261;REUILLY (57) ELEM A;57 RUE DE REUILLY;12ème Ardt;75112;"{""type"": ""Point"", ""coordinates"": [2.388583682650646, 48.84576438823305]}";48.8457643882, 2.38858368265
1462;3261;ARAGO (87) ELEM;87 boulevard ARAGO;14ème Ardt;75114;"{""type"": ""Point"", ""coordinates"": [2.335684623200657, 48.834359894848824]}";48.8343598948, 2.3356846232
1464;3261;BRETONNEAU (9) ELEM;9 rue BRETONNEAU;20ème Ardt;75120;"{""type"": ""Point"", ""coordinates"": [2.403196010164587, 48.867723693163406]}";48.8677236932, 2.40319601016
1465;3261;CAPITAINE LAGACHE (19) ELEM;19 RUE DU CAPITAINE LAGACHE;17ème Ardt;75117;"{""type"": ""Point"", ""coordinates"": [2.32559451652534, 48.89204001891064]}";48.8920400189, 2.32559451653
1492;3261;EUGENE VARLIN (10) POLY;10 rue EUGENE VARLIN;10ème Ardt;75110;"{""type"": ""Point"", ""coordinates"": [2.3647740287628283, 48.87833744843906]}";48.8783374484, 2.36477402876
1497;3482;AIME CESAIRE;22 rue PAJOL;18ème Ardt;75118;"{""type"": ""Point"", ""coordinates"": [2.363067598499841, 48.88959479543403]}";48.8895947954, 2.3630675985
1502;3261;TELEGRAPHE (29) ELEM;29 RUE DU TELEGRAPHE;20ème Ardt;75120;"{""type"": ""Point"", ""coordinates"": [2.399105783764146, 48.873410670107816]}";48.8734106701, 2.39910578376
1503;3261;GENERAL CAMOU (1) ELEM;1 RUE DU GENERAL CAMOU;7ème Ardt;75107;"{""type"": ""Point"", ""coordinates"": [2.299859390860617, 48.85889064981972]}";48.8588906498, 2.29985939086
1506;3261;EMERIAU (10) ELEM;10 rue EMERIAU;15ème Ardt;75115;"{""type"": ""Point"", ""coordinates"": [2.288126201744737, 48.85159404078012]}";48.8515940408, 2.28812620174
1508;3261;IVRY (47) ELEM B;47 AVENUE D' IVRY;13ème Ardt;75113;"{""type"": ""Point"", ""coordinates"": [2.365782181713796, 48.823060367304144]}";48.8230603673, 2.36578218171
1510;3261;PRIMO LEVI (21) POLY;21 rue PRIMO LEVI;13ème Ardt;75113;"{""type"": ""Point"", ""coordinates"": [2.378744900581231, 48.83054196798175]}";48.830541968, 2.37874490058
1514;3261;LAUGIER (16) ELEM;16 rue LAUGIER;17ème Ardt;75117;"{""type"": ""Point"", ""coordinates"": [2.29683196052162, 48.88025971883635]}";48.8802597188, 2.29683196052
1519;3261;FRANC NOHAIN (9) ELEM;9 rue FRANC-NOHAIN;13ème Ardt;75113;"{""type"": ""Point"", ""coordinates"": [2.375182201264491, 48.821401139014526]}";48.821401139, 2.37518220126
1522;3261;BOUVINES (4) ELEM;4 AVENUE DE BOUVINES;11ème Ardt;75111;"{""type"": ""Point"", ""coordinates"": [2.396500497738109, 48.84985276591907]}";48.8498527659, 2.39650049774
1523;3261;VULPIAN (13) ELEM;13 rue VULPIAN;13ème Ardt;75113;"{""type"": ""Point"", ""coordinates"": [2.346494704299481, 48.83154819097778]}";48.831548191, 2.3464947043
1537;3261;RIBLETTE (16) ELEM A;16 rue RIBLETTE;20ème Ardt;75120;"{""type"": ""Point"", ""coordinates"": [2.406570081025584, 48.86006881299974]}";48.860068813, 2.40657008103
1543;3261;JOUFFROY (20) ELEM;20 rue JOUFFROY D'ABBANS;17ème Ardt;75117;"{""type"": ""Point"", ""coordinates"": [2.310896770720143, 48.88650043571316]}";48.8865004357, 2.31089677072
1546;3261;GENERAL BRUNET (7) ELEM;7 RUE DU GENERAL BRUNET;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.390258805407203, 48.88026543460547]}";48.8802654346, 2.39025880541
1549;3261;DAMREMONT (67) ELEM A;67 rue DAMREMONT;18ème Ardt;75118;"{""type"": ""Point"", ""coordinates"": [2.335358692653513, 48.892378701049836]}";48.892378701, 2.33535869265
1559;3261;FRERES VOISIN (3) POLY;3 BOULEVARD DES FRERES VOISIN;15ème Ardt;75115;"{""type"": ""Point"", ""coordinates"": [2.2683412586594462, 48.827963596661704]}";48.8279635967, 2.26834125866
1561;3261;AMIRAL ROUSSIN (35) ELEM;35 RUE DE L' AMIRAL ROUSSIN;15ème Ardt;75115;"{""type"": ""Point"", ""coordinates"": [2.299626335097907, 48.84423314962167]}";48.8442331496, 2.2996263351
1563;3261;GOUTTE D'OR (49B)  POLY;49 bis RUE DE LA GOUTTE D'OR;18ème Ardt;75118;"{""type"": ""Point"", ""coordinates"": [2.35178534067866, 48.88495633759093]}";48.8849563376, 2.35178534068
1568;3261;POMMARD (4) ELEM;4 RUE DE POMMARD;12ème Ardt;75112;"{""type"": ""Point"", ""coordinates"": [2.385128851587216, 48.83564931755957]}";48.8356493176, 2.38512885159
1569;3261;MOTTE PICQUET (10) ELEM;10 AVENUE DE LA MOTTE-PICQUET;7ème Ardt;75107;"{""type"": ""Point"", ""coordinates"": [2.309080063128156, 48.85691248057781]}";48.8569124806, 2.30908006313
1575;3261;ST LAMBERT (10) ELEM A;10 rue SAINT-LAMBERT;15ème Ardt;75115;"{""type"": ""Point"", ""coordinates"": [2.290904236128399, 48.83812666916059]}";48.8381266692, 2.29090423613
1580;3261;MATHIS (14) ELEM;14 rue MATHIS;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.375498128719822, 48.89086528918498]}";48.8908652892, 2.37549812872
1587;3261;MARE (42) ELEM;42 RUE DE LA MARE;20ème Ardt;75120;"{""type"": ""Point"", ""coordinates"": [2.389964695219209, 48.8711011231293]}";48.8711011231, 2.38996469522
1598;3261;DAMESME (5) ELEM;5 rue DAMESME;13ème Ardt;75113;"{""type"": ""Point"", ""coordinates"": [2.355436264971736, 48.825097702965074]}";48.825097703, 2.35543626497
1605;1800;DUNOIS (70) MAT;70 rue DUNOIS;13ème Ardt;75113;"{""type"": ""Point"", ""coordinates"": [2.366278587574789, 48.833170328855026]}";48.8331703289, 2.36627858757
1610;1800;CHRISTIANI (8) MAT;8 rue CHRISTIANI;18ème Ardt;75118;"{""type"": ""Point"", ""coordinates"": [2.348739076928349, 48.88595159094019]}";48.8859515909, 2.34873907693
1611;1800;HIPPOLYTE MAINDRON (48) MAT;48 rue HIPPOLYTE MAINDRON;14ème Ardt;75114;"{""type"": ""Point"", ""coordinates"": [2.320559193041485, 48.830404580552184]}";48.8304045806, 2.32055919304
1618;1800;TOMBE ISSOIRE (77) MAT;77 RUE DE LA TOMBE ISSOIRE;14ème Ardt;75114;"{""type"": ""Point"", ""coordinates"": [2.332824267040731, 48.8281213223154]}";48.8281213223, 2.33282426704
1620;1800;LAHIRE (13) MAT;13 rue LAHIRE;13ème Ardt;75113;"{""type"": ""Point"", ""coordinates"": [2.366461043770419, 48.8296572574783]}";48.8296572575, 2.36646104377
1627;1800;ARISTIDE MAILLOL (15) MAT;15 rue ARISTIDE MAILLOL;15ème Ardt;75115;"{""type"": ""Point"", ""coordinates"": [2.31241308142851, 48.837855801174385]}";48.8378558012, 2.31241308143
1635;1800;JEAN-BAPTISTE CLEMENT (4) MAT;4 place JEAN-BAPTISTE CLEMENT;18ème Ardt;75118;"{""type"": ""Point"", ""coordinates"": [2.339059673341646, 48.88651853207588]}";48.8865185321, 2.33905967334
1674;1800;SERVAN (54) MAT;54 rue SERVAN;11ème Ardt;75111;"{""type"": ""Point"", ""coordinates"": [2.381813812498378, 48.86303125720683]}";48.8630312572, 2.3818138125
1675;1800;VINCENT AURIOL (90) MAT;90 boulevard VINCENT AURIOL;13ème Ardt;75113;"{""type"": ""Point"", ""coordinates"": [2.3636367414801063, 48.833692288086965]}";48.8336922881, 2.36363674148
1676;1800;FERDINAND FLOCON (3) MAT;3 rue FERDINAND FLOCON;18ème Ardt;75118;"{""type"": ""Point"", ""coordinates"": [2.345648605429723, 48.89126196708898]}";48.8912619671, 2.34564860543
1680;1800;CHAPON (25) MAT;25 rue CHAPON;3ème Ardt;75103;"{""type"": ""Point"", ""coordinates"": [2.3551721154915, 48.86362012934192]}";48.8636201293, 2.35517211549
1683;1800;FRANCOISE DORLEAC (2) MAT;2 place FRANCOISE DORLEAC;18ème Ardt;75118;"{""type"": ""Point"", ""coordinates"": [2.337077517545942, 48.90000468303753]}";48.900004683, 2.33707751755
1689;1800;EBLE (14) MAT;14 rue EBLE;7ème Ardt;75107;"{""type"": ""Point"", ""coordinates"": [2.312922306297445, 48.84899535732691]}";48.8489953573, 2.3129223063
1691;1800;BALANCHINE (8-10) POLY;8 rue GEORGE BALANCHINE;13ème Ardt;75113;"{""type"": ""Point"", ""coordinates"": [2.373644553919564, 48.836467199416276]}";48.8364671994, 2.37364455392
1692;1800;GILBERT CESBRON (1) POLY;1 rue GILBERT CESBRON;17ème Ardt;75117;"{""type"": ""Point"", ""coordinates"": [2.31417145446729, 48.893403598074826]}";48.8934035981, 2.31417145447
1708;1800;PERLE (7) MAT;7 RUE DE LA PERLE;3ème Ardt;75103;"{""type"": ""Point"", ""coordinates"": [2.361359521732306, 48.85950684316139]}";48.8595068432, 2.36135952173
1711;1800;BRUXELLES (34) MAT;34 RUE DE BRUXELLES;9ème Ardt;75109;"{""type"": ""Point"", ""coordinates"": [2.328683866273242, 48.88297371597189]}";48.882973716, 2.32868386627
1718;1800;TAPISSERIES (8) MAT;8 RUE DES TAPISSERIES;17ème Ardt;75117;"{""type"": ""Point"", ""coordinates"": [2.3077232981874403, 48.888480506944255]}";48.8884805069, 2.30772329819
1719;1800;MORILLONS (40) MAT;40 RUE DES MORILLONS;15ème Ardt;75115;"{""type"": ""Point"", ""coordinates"": [2.3014115490842793, 48.832277883221494]}";48.8322778832, 2.30141154908
1721;1800;LEPAGE (11) MAT;11 cité LEPAGE;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.37135578892319, 48.880426828009504]}";48.880426828, 2.37135578892
1722;1800;CARDINAL AMETTE (3) MAT;3 PLACE DU CARDINAL AMETTE;15ème Ardt;75115;"{""type"": ""Point"", ""coordinates"": [2.297107585593066, 48.85093752805809]}";48.8509375281, 2.29710758559
1743;1800;GAMBETTA (29) MAT;29 avenue GAMBETTA;20ème Ardt;75120;"{""type"": ""Point"", ""coordinates"": [2.391827337092761, 48.86409376808417]}";48.8640937681, 2.39182733709
1748;1800;CROULEBARBE (11) MAT;11 RUE DE CROULEBARBE;13ème Ardt;75113;"{""type"": ""Point"", ""coordinates"": [2.352322915702031, 48.834109328458105]}";48.8341093285, 2.3523229157
1754;1800;VOLONTAIRES (17) MAT;17 RUE DES VOLONTAIRES;15ème Ardt;75115;"{""type"": ""Point"", ""coordinates"": [2.307453230036737, 48.84233015937048]}";48.8423301594, 2.30745323004
1757;1800;DUSSOUBS (12) MAT;12 rue DUSSOUBS;2ème Ardt;75102;"{""type"": ""Point"", ""coordinates"": [2.348684839681476, 48.86514430820495]}";48.8651443082, 2.34868483968
1765;1800;TOURTILLE (39) MAT;39 RUE DE TOURTILLE;20ème Ardt;75120;"{""type"": ""Point"", ""coordinates"": [2.380545943315363, 48.872009395654565]}";48.8720093957, 2.38054594332
1778;1800;OUEST (13) MAT;13 RUE DE L' OUEST;14ème Ardt;75114;"{""type"": ""Point"", ""coordinates"": [2.321994807032978, 48.83719804307026]}";48.8371980431, 2.32199480703
1779;1800;FRANCOIS COPPEE (10) MAT;10 rue FRANCOIS COPPEE;15ème Ardt;75115;"{""type"": ""Point"", ""coordinates"": [2.287597764854824, 48.83992700637122]}";48.8399270064, 2.28759776485
1780;1800;BRECHE AUX LOUPS (28) MAT;28 RUE DE LA BRECHE AUX LOUPS;12ème Ardt;75112;"{""type"": ""Point"", ""coordinates"": [2.394535771071332, 48.83778785479723]}";48.8377878548, 2.39453577107
1784;1800;ETIENNE MARCEL (20) POLY;20 rue ETIENNE MARCEL;2ème Ardt;75102;"{""type"": ""Point"", ""coordinates"": [2.348314568868274, 48.86414057695331]}";48.864140577, 2.34831456887
1789;1800;CHOMEL (8) POLY;8 rue CHOMEL;7ème Ardt;75107;"{""type"": ""Point"", ""coordinates"": [2.325549473135208, 48.852173922399984]}";48.8521739224, 2.32554947314
1796;1800;PAJOL (11) POLY;11 bis rue PAJOL;18ème Ardt;75118;"{""type"": ""Point"", ""coordinates"": [2.3606096721828242, 48.885570454781]}";48.8855704548, 2.36060967218
1811;1800;BROCHANT (28) MAT;28 rue BROCHANT;17ème Ardt;75117;"{""type"": ""Point"", ""coordinates"": [2.3195846043988633, 48.88998517433158]}";48.8899851743, 2.3195846044
1823;1800;JEAN MENANS (2) MAT;2 rue JEAN MENANS;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.378711443972618, 48.88105439402162]}";48.881054394, 2.37871144397
1835;1800;MAURICE GENEVOIX (3) POLY;3 rue MAURICE GENEVOIX;18ème Ardt;75118;"{""type"": ""Point"", ""coordinates"": [2.36046532497399, 48.89445526934688]}";48.8944552693, 2.36046532497
1838;1800;MACDONALD (141) POLY;141 boulevard MacDonald;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.379741513878979, 48.89862625784574]}";48.8986262578, 2.37974151388
1842;1800;ALAIN-FOURNIER (7) MAT;7 RUE DE LA BRIQUETERIE;14ème Ardt;75114;"{""type"": ""Point"", ""coordinates"": [2.306835908950365, 48.827746375992746]}";48.827746376, 2.30683590895
1843;1800;VOSGES (12) MAT;12 PLACE DES VOSGES;4ème Ardt;75104;"{""type"": ""Point"", ""coordinates"": [2.366439007655082, 48.85518715253337]}";48.8551871525, 2.36643900766
1845;1800;TOLBIAC (157) MAT;157 RUE DE TOLBIAC;13ème Ardt;75113;"{""type"": ""Point"", ""coordinates"": [2.356264685187939, 48.82603439072666]}";48.8260343907, 2.35626468519
1851;1800;CENDRIERS (20) MAT;20 RUE DES CENDRIERS;20ème Ardt;75120;"{""type"": ""Point"", ""coordinates"": [2.386886174130209, 48.86553824157587]}";48.8655382416, 2.38688617413
1858;1800;GUSTAVE ROUANET (1) MAT;1 rue GUSTAVE ROUANET;18ème Ardt;75118;"{""type"": ""Point"", ""coordinates"": [2.341541508220003, 48.89630661668988]}";48.8963066167, 2.34154150822
1863;1800;GENERAL LASALLE (5) MAT;5 RUE DU GENERAL LASALLE;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.380305281861583, 48.8740198793182]}";48.8740198793, 2.38030528186
1877;1800;CUGNOT (30) POLY;30 rue CUGNOT;18ème Ardt;75118;"{""type"": ""Point"", ""coordinates"": [2.364587156963986, 48.89271572381221]}";48.8927157238, 2.36458715696
1878;1800;FOREST (14) POLY;14 rue FOREST;18ème Ardt;75118;"{""type"": ""Point"", ""coordinates"": [2.329087390197587, 48.88573336564053]}";48.8857333656, 2.3290873902
1879;1800;HENRI NOGUERES (10) POLY;10 rue HENRI NOGUERES;19ème Ardt;75119;"{""type"": ""Point"", ""coordinates"": [2.37468390873275, 48.88463842574714]}";48.8846384257, 2.37468390873
