"","name"
"952","Rue de Cerisoles"
"953","Rue de la Trémoille"
"954","Rue de la Renaissance"
"955","Rue Chambiges"
"956","Rue Christophe Colomb"
"957","Rue de Marignan"
"958","Rue Jean Goujon"
"959","Place François 1er"
"960","Rue Bayard"
"961","Rue François 1er"
"962","Avenue du Général Eisenhower"
"963","Place du Canada"
"964","Avenue Winston Churchill"
"965","Avenue des Champs-Élysées"
"966","Avenue Montaigne"
"967","Avenue Franklin Delano Roosevelt"
"968","Promenade des Berges de la Seine — André Gorz"
"969","Voie Georges Pompidou"
"970","Avenue de New York"
"971","Place de l'Alma"
"972","Cours la Reine"
"973","Quai des Tuileries"
"974","Tunnel des Tuileries"
"975","Voie Mazas"
"976","Parc Rives de Seine - Georges Pompidou"
"977","Rue Papin"
"978","Boulevard Henri Sellier"
"979","Avenue Charles de Gaulle"
"980","Avenue Gabriel Péri"
"981","Rue Jules Ferry"
"982","Rue Émile Zola"
"983","Rue de la Gauchère"
"984","Rue du Clos des Ermites"
"985","Cours Madeleine"
"986","Rue du Mont Valérien"
"987","Rue Desbassayns de Richemont"
"988","Rue des Puits"
"989","Avenue Franklin Roosevelt"
"990","Rue Worth"
"991","Rue Merlin de Thionville"
"992","Avenue de la Belle Gabrielle"
"993","Rue Diderot"
"994","Rue Pagès"
"995","Rue Jean Macé"
"996","Rue des Velettes"
"997","Quai Gallieni"
"998","Route de Suresnes"
"999","Rue Honoré d'Estienne d'Orves"
"1000","Rue Carnot"
"1001","Rue Alexandre Darracq"
"1002","Allée du 8 Mai 1945"
"1003","Rue des Bourets"
"1004","Rue Gustave Flourens"
"1005","Rue du Port aux Vins"
"1006","Rue de la Cerisaie"
"1007","Rue des Terres Blanches"
"1008","Rue Cluseret"
"1009","Rue des Carrières"
"1010","Avenue du Colonel Hubert Delestrée"
"1011","Rue du Fécheray"
"1012","Rue de Bellevue"
"1013","Rue Guillemette Faussart"
"1014","Carrefour des Patriotes Fusillés"
"1015","Rue du Calvaire"
"1016","Rue du Tertre"
"1017","Villa de la Station"
"1018","Rue Benoît Malon"
"1019","Avenue Sisley"
"1020","Rue du Commandant Rivière"
"1021","Rue Salomon de Rothschild"
"1022","Rue Volta"
"1023","Rue du Montparnasse"
"1024","Rue de la Sorbonne"
"1025","Rue Jean de Beauvais"
"1026","Boulevard Richard Wallace"
"1027","Avenue de l'Hippodrome"
"1028","Route de Sèvres à Neuilly"
"1029","Chemin de l'Abbaye"
"1030","Route des Moulins"
"1031","Route des Tribunes"
"1032","Allée du Bord de l'Eau"
"1033","Quai du Quatre Septembre"
"1034","Carrefour des Tribunes"
"1035","Carrefour du Bout des Lacs"
"1036","Rue du Chemin Vert"
"1037","Rue des Bartoux"
"1038","Rue du Bel Air"
"1039","Rue Leroy"
"1040","Rue des Bas Rogers"
"1041","Rue Roger Salengro"
"1042","Rue des Cottages"
"1043","Rue de la Gare de Longchamp"
"1044","Rue Paul Bert"
"1045","Rue des Moulineaux"
"1046","Rue Claude Burgod"
"1047","Rue J.A Brun"
"1048","Rue Pierre Dupont"
"1049","Rue de Saint-Cloud"
"1050","Rue des Chévremonts"
"1051","Rue Jacques Decour"
"1052","Rue Chevreul"
"1053","Rue de la Passerelle"
"1054","Rue Amiral Willaumez"
"1055","Rue du Chevalier de la Barre"
"1056","Rue des Parigots"
"1057","Rue Guillaume Lenoir"
"1058","Rue Huche"
"1059","Rue Gabriel Philippe"
"1060","Guillaume Lenoir"
"1061","Avenue de la Fontaine du Tertre"
"1062","Avenue du Professeur Léon Bernard"
"1063","Rue Garibaldi"
"1064","Allée de Longchamp"
"1065","Rue Le Regrattier"
"1066","Rue de Richemont"
"1067","Passage les Closeaux"
"1068","Place du Général Leclerc"
"1069","Rue des Chênes"
"1070","Rue du Capitaine Ferber"
"1071","Rue Auguste Blanche"
"1072","Rue Danton"
"1073","Avenue de Wagram"
"1074","Avenue Gourgaud"
"1075","Avenue de la Porte de Villiers"
"1076","Rue Troyon"
"1077","Rue Bélidor"
"1078","Rue des Acacias"
"1079","Boulevard de Dixmude"
"1080","Avenue des Chasseurs"
"1081","Rue de Levis"
"1082","Rue Philibert Delorme"
"1083","Rue Nicolas Chuquet"
"1084","Boulevard Gouvion-Saint-Cyr"
"1085","Rue des Tapisseries"
"1086","Rue Galvani"
"1087","Rue de l'Étoile"
"1088","Rue Daubigny"
"1089","Rue Bayen"
"1090","Rue Guillaume Tell"
"1091","Rue Villebois-Mareuil"
"1092","Rue Laugier"
"1093","Rue Poncelet"
"1094","Rue Ampère"
"1095","Rue Alphonse de Neuville"
"1096","Rue Eugène Flachat"
"1097","Rue Verniquet"
"1098","Rue Alfred Roll"
"1099","Rue Pierre Demours"
"1100","Rue Legendre"
"1101","Rue Jacques Bingen"
"1102","Rue d'Armaillé"
"1103","Place Tristan Bernard"
"1104","Rue de Constantinople"
"1105","Boulevard des Batignolles"
"1106","Avenue de Villiers"
"1107","Rue Saint-Étienne du Mont"
"1108","Passage du Clos Bruneau"
"1109","Rue de Lutèce"
"1110","Boulevard Pershing"
"1111","Rue des Dardanelles"
"1112","Rue Cernuschi"
"1113","Rue de la Terrasse"
"1114","Quai de Dion Bouton"
"1115","Avenue du Général de Gaulle"
"1116","Rue Félix Pyat"
"1117","Pont de Neuilly"
"1118","Rond-Point des Bergères"
"1119","Rue du Général Anselin"
"1120","Place de la Porte Maillot"
"1121","Boulevard Thierry de Martel"
"1122","Rue Joseph et Marie Hackin"
"1123","Avenue Mac-Mahon"
"1124","Avenue de Neuilly"
"1125","Route de la Porte des Sablons à la Porte Maillo"
"1126","Avenue Stéphane Mallarmé"
"1127","Place du Général Catroux"
"1128","Esplanade des Courtieux"
"1129","Route de Romainville"
"1130","Route des Buissons"
"1131","Place de la République Dominicaine"
"1132","Rue de Thann"
"1133","Rue de Logelbach"
"1134","Rue Paul Borel"
"1135","Rue Viète"
"1136","Rue Henri Rochefort"
"1137","Rue Meissonier"
"1138","Rue Cartault"
"1139","Rue Lachambeaudie"
"1140","Boulevard Berthier"
"1141","Chemin du Vivier"
"1142","Chemin Jean Racine"
"1143","Sente de la Ravine"
"1144","Chemin sous Vertcœur"
"1145","Route de la Madeleine"
"1146","Rue Villaret de Joyeuse"
"1147","Place Yvon et Claire Morandat"
"1148","Rue d'Amsterdam"
"1149","Rue Labie"
"1150","Avenue de Messine"
"1151","Avenue Paul Adam"
"1152","Rue Saint-Ferdinand"
"1153","Rue Denis Poisson"
"1154","Avenue Vélasquez"
"1155","Boulevard d'Aurelle de Paladines"
"1156","Rue des Ternes"
"1157","Rue du Dobropol"
"1158","Rue de la Pépinière"
"1159","Rue Ruhmkorff"
"1160","Place du Palais Royal"
"1161","Square Villaret De Joyeuse"
"1162","Rue Guersant"
"1163","Rue Brunel"
"1164","Rue Nollet"
"1165","Avenue de la Porte des Ternes"
"1166","Rue Waldeck-Rousseau"
"1167","Rue Rembrandt"
"1168","Rue le Châtelier"
"1169","Rue des Colonels Renard"
"1170","Rue du Colonel Moll"
"1171","Place Saint-Ferdinand"
"1172","Rue Juliette Lamber"
"1173","Rue des Batignolles"
"1174","Rue du Débarcadère"
"1175","Rue Margueritte"
"1176","Rue Théodule Ribot"
"1177","Rue des Renaudes"
"1178","Rue de Montenotte"
"1179","Passage des Acacias"
"1180","Rue Fourcroy"
"1181","Rue Gustave Flaubert"
"1182","Rue Théodore de Banville"
"1183","Rue Saussier-Leroy"
"1184","Place Jules Renard"
"1185","Rue Alexandre Charpentier"
"1186","Rue Claude Debussy"
"1187","Square du Graisivaudan"
"1188","Square du Vivarais"
"1189","Rue Roger Bacon"
"1190","Rue Émile Allez"
"1191","Rue Aumont-Thiéville"
"1192","Rue Vernier"
"1193","Rue Jean-Baptiste Dumas"
"1194","Rue Milne-Edwards"
"1195","Impasse Hautefeuille"
"1196","Place de l'Hôtel de Ville"
"1197","Avenue Pierre de Coubertin"
"1198","Route de Milon"
"1199","Rue de Port-Royal"
"1200","Avenue du Général Leclerc"
"1201","Allée de la Jonchère"
"1202","Allée du Lac"
"1203","Allée des Tilleuls"
"1204","Rue de la Croix"
"1205","Passage des Patriarches"
"1206","Voie AA/12"
"1207","Avenue de la Porte de Charenton"
"1208","Place du Colonel Bourgoin"
"1209","Rue de Rambouillet"
"1210","Rue Baulant"
"1211","Rue Claude Tillier"
"1212","Rue Saint-Antoine"
"1213","Rue Saint-Bon"
"1214","Rue Nicolas Flamel"
"1215","Rue de la Verrerie"
"1216","Rue de la Reynie"
"1217","Rue du Cloître Saint-Merri"
"1218","Rue des Juges Consuls"
"1219","Rue Brisemiche"
"1220","Rue du Pont Louis-Philippe"
"1221","Rue de l'Hôtel de Ville"
"1222","Rue Geoffroy l'Asnier"
"1223","Place Saint-Gervais"
"1224","Rue Tiron"
"1225","Rue de Fourcy"
"1226","Rue Charlemagne"
"1227","Rue de l'Avé Maria"
"1228","Rue du Fauconnier"
"1229","Rue Saint-Paul"
"1230","Rue Neuve Saint-Pierre"
"1231","Rue de l'Hôtel Saint-Paul"
"1232","Rue Charles V"
"1233","Rue des Lions Saint-Paul"
"1234","Rue Beautreillis"
"1235","Rue du Petit Musc"
"1236","Rue Castex"
"1237","Rue de Schomberg"
"1238","Rue de Brissac"
"1239","Rue Crillon"
"1240","Rue de Sully"
"1241","Rue Bassompierre"
"1242","Rue de Lesdiguières"
"1243","Rue Jacques Cœur"
"1244","Place Paul Painlevé"
"1245","Place Edmond Rostand"
"1246","Rue de Rivoli"
"1247","Avenue de Suffren"
"1248","Place Jacques Rueff"
"1249","Rue François Jacob"
"1250","Rue André et Edouard Michelin"
"1251","Place Émile Male"
"1252","Chemin de Halage"
"1253","Rue du Grenier Saint-Lazare"
"1254","Rue du Temple"
"1255","Rue au Maire"
"1256","Rue de Jarente"
"1257","Rue Geoffroy l'Angevin"
"1258","Rue de Braque"
"1259","Rue du Foin"
"1260","Rue Barbette"
"1261","Rue du Roi de Sicile"
"1262","Rue Villehardouin"
"1263","Rue des Mauvais Garçons"
"1264","Rue du Pont aux Choux"
"1265","Rue du Roi Doré"
"1266","Rue de la Bastille"
"1267","Rue des Minimes"
"1268","Cour Bérard"
"1269","Rue Saint-Merri"
"1270","Rue de Sévigné"
"1271","Rue Sainte-Anastase"
"1272","Rue du Marché des Blancs-Manteaux"
"1273","Rue des Tournelles"
"1274","Rue des Blancs-Manteaux"
"1275","Rue de Birague"
"1276","Rue Malher"
"1277","Impasse Jean Beausire"
"1278","Rue des Archives"
"1279","Rue du Trésor"
"1280","Rue Michel le Comte"
"1281","Rue Pastourelle"
"1282","Rue du Perche"
"1283","Rue des Écouffes"
"1284","Rue de Turbigo"
"1285","Rue des Haudriettes"
"1286","Rue Saint-Gilles"
"1287","Rue Rambuteau"
"1288","Rue des Coutures Saint-Gervais"
"1289","Rue de Saintonge"
"1290","Rue de Moussy"
"1291","Place de Thorigny"
"1292","Rue Aubriot"
"1293","Rue Cunin Gridaine"
"1294","Rue des Filles du Calvaire"
"1295","Rue de Montmorency"
"1296","Rue de Thorigny"
"1297","Rue Pavée"
"1298","Rue Charlot"
"1299","Rue Payenne"
"1300","Rue des Gravilliers"
"1301","Rue Ferdinand Duval"
"1302","Rue Chapon"
"1303","Rue de Béarn"
"1304","Rue de Poitou"
"1305","Rue Elzévir"
"1306","Rue des Francs Bourgeois"
"1307","Rue d'Uzès"
"1308","Rue Poissonnière"
"1309","Rue Saint-Philippe"
"1310","Rue Saint-Marc"
"1311","Rue des Panoramas"
"1312","Rue de Rohan"
"1313","Rue Feydeau"
"1314","Rue des Jeûneurs"
"1315","Rue Saint-Fiacre"
"1316","Route d'Orsay"
"1317","Avenue de Breteuil"
"1318","Rue Eblé"
"1319","Rue Degas"
"1320","Avenue de la Bourdonnais"
"1321","Rue du Père Brottier"
"1322","Rue Cler"
"1323","Place Cambronne"
"1324","Avenue Pierre Curie"
"1325","Chemin des Chaudronniers"
"1326","Allée des Roses"
"1327","Allée du Rond-Point"
"1328","Allée des Marguerites"
"1329","Allée des Bleuets"
"1330","Allée du Parc"
"1331","Allée de la Terrasse"
"1332","Allée des Mimosas"
"1333","Allée de Bellevue"
"1334","Allée des Charmilles"
"1335","Route d'Orly"
"1336","Allée des Violettes"
"1337","Allée des Glycines"
"1338","Chemin des Gilletains"
"1339","Avenue Raynal"
"1340","Rue du Commerce"
"1341","Rue du Docteur Kurzenne"
"1342","Rue des Entrepreneurs"
"1343","Rue Albert Vantieghen"
"1344","Rue Louis Pasteur"
"1345","Rue Parmentier"
"1346","Rue Nungesser"
"1347","Rue de l'Aviation"
"1348","Rue des Aubépines"
"1349","Rue Henri Barbusse"
"1350","Rue du Docteur Vaillant"
"1351","Avenue de la Victoire"
"1352","Rue Lucie"
"1353","Rue des Genêts"
"1354","Rue Louis Guerin"
"1355","Rue du Maréchal Joffre"
"1356","Rue Louis Bonin"
"1357","Rue Basset"
"1358","Ruelle du Bourgneuf"
"1359","Place de l'Église"
"1360","Pont de Grenelle - Cadets de Saumur"
"1361","Square de l'Opéra Louis Jouvet"
"1362","Rue Auber"
"1363","Rue de Caumartin"
"1364","Rue Boudreau"
"1365","Rue des Mathurins"
"1366","Rue Godot de Mauroy"
"1367","Rue de Sèze"
"1368","Avenue Didier Daurat"
"1369","Voie Normande"
"1370","Rue du Verger"
"1371","Rue du Nouvelet"
"1372","Chemin du Grand Godet"
"1373","Grande Rue"
"1374","Autoroute de l'Est"
"1375","Rue Antoine Chantin"
"1376","Rue de Châtillon"
"1377","Boulevard Rodin"
"1378","Chemin des Vignes"
"1379","Rue de la Défense"
"1380","Avenue Victor Cresson"
"1381","Rue du Général Leclerc"
"1382","Rue Ernest Renan"
"1383","Avenue de la Porte de Saint-Cloud"
"1384","Avenue André Morizet"
"1385","Place de la Résistance"
"1386","Allée de la Brasserie"
"1387","Rue du Viaduc"
"1388","Rue du Docteur Lombard"
"1389","Allée Sainte-Lucie"
"1390","Boulevard Galliéni"
"1391","Rue du Gouverneur Général Éboué"
"1392","Rue Hoche"
"1393","Boulevard Voltaire"
"1394","Allée de l'Union"
"1395","Avenue Henri Barbusse"
"1396","Rue Antoine Courbarien"
"1397","Rue des Monts"
"1398","Rue de l'Égalité"
"1399","Allée Henri Matisse"
"1400","Rue de la Pastorale d'Issy"
"1401","Rue Jean-Honoré Fragonard"
"1402","Rue Telles de la Poterie"
"1403","Rue André Chénier"
"1404","Rue Auguste Gervais"
"1405","Rue Lasserre"
"1406","Avenue Jean Jaurès"
"1407","Rue Étienne Dolet"
"1408","Rue du Docteur Zamenhoff"
"1409","Rue Émile Duployé"
"1410","Rue Marcel Sembat"
"1411","Rue Verdi"
"1412","Avenue de la Paix"
"1413","Rue de la Martelle"
"1414","Place du Souvenir Français"
"1415","Rue Ferdinand Buisson"
"1416","Rue Maximilien Robespierre"
"1417","Rue du Moulin de Pierre"
"1418","Rue de l'Abbé Derry"
"1419","Rue Claude Bernard"
"1420","Allée Vauban"
"1421","Rue Barbès"
"1422","Rue Henri Tariel"
"1423","Rue Édouard Naud"
"1424","Rue des Peupliers"
"1425","Allée des Citeaux"
"1426","Allée des Maraîchers"
"1427","Rue des Travailleurs"
"1428","Allée des Coutures"
"1429","Rue de la Fraternité"
"1430","Allée de la Fontaine"
"1431","Villa d'Alésia"
"1432","Rue Anatole France"
"1433","Rue Adolphe Chérioux"
"1434","Rue Kléber"
"1435","Allée Hoche"
"1436","Rue Delahaye"
"1437","Mail Raymond Menand"
"1438","Rue Camille Desmoulins"
"1439","Escalier Communal"
"1440","Sentier des Tricots"
"1441","Rue Baudin"
"1442","Impasse Baudin"
"1443","Impasse des Trois Beaux-Frères"
"1444","Rue Madeleine Moreau"
"1445","Villa Chevreuse"
"1446","Rue Georges-Marcel Burgun"
"1447","Rue Lazare Carnot"
"1448","Rue de Vanves"
"1449","Villa du Lycée"
"1450","Rue Minard"
"1451","Chemin du Bois Vert"
"1452","Rue Vaudétard"
"1453","Rue Foucher Lepelletier"
"1454","Rue du Sergent Blandan"
"1455","Rue de Chazelles"
"1456","Rue Léon Jost"
"1457","Rue Léon Cogniet"
"1458","Rue Médéric"
"1459","Rue Villiot"
"1460","Esplanade Saint-Louis"
"1461","Rue de Cîteaux"
"1462","Rue de Gentilly"
"1463","Rue du Simplon"
"1464","Rue Caulaincourt"
"1465","Rue Washington"
"1466","Rue de Berri"
"1467","Rue de Ponthieu"
"1468","Rue Paul Baudry"
"1469","Rue Frédéric Bastiat"
"1470","Rue Lord Byron"
"1471","Rue Paul Cézanne"
"1472","Avenue Percier"
"1473","Rue de Penthièvre"
"1474","Rue du Docteur Lancereaux"
"1475","Rue de Téhéran"
"1476","Rue de Messine"
"1477","Rue de Lisbonne"
"1478","Rue de Vézelay"
"1479","Allée de la Comtesse de Ségur"
"1480","Avenue Ferdousi"
"1481","Rue Tolstoï"
"1482","Villa Sergent"
"1483","Rue Sergent"
"1484","Sentier des Montquartiers / Sentier des Étroite"
"1485","Allée de l'Île"
"1486","Rue Pache"
"1487","Rue du Morvan"
"1488","Rue Rochebrune"
"1489","Rue du Général Blaise"
"1490","Rue du Général Renault"
"1491","Passage Guilhem"
"1492","Rue Guillaume Bertrand"
"1493","Rue Saint-Hubert"
"1494","Place du Trocadéro et du 11 Novembre 1918"
"1495","Avenue Georges Mandel"
"1496","Avenue Henri Martin"
"1497","Place de Mexico"
"1498","Avenue d'Eylau"
"1499","Avenue Raymond Poincaré"
"1500","Place Victor Hugo"
"1501","Rue Paul Valéry"
"1502","Rue Copernic"
"1503","Rue Yvon Villarceau"
"1504","Rue Léo Delibes"
"1505","Rue des Sablons"
"1506","Rue des Belles Feuilles"
"1507","Rue de Traktir"
"1508","Rue du Dôme"
"1509","Rue Georges Ville"
"1510","Rue Leroux"
"1511","Place du Vénézuela"
"1512","Rue Léonard de Vinci"
"1513","Rue Mesnil"
"1514","Rue de la Pompe"
"1515","Avenue Bugeaud"
"1516","Boulevard Émile Augier"
"1517","Boulevard Flandrin"
"1518","Rue Crevaux"
"1519","Rue Dosne"
"1520","Rue de Pomereu"
"1521","Place du Chancelier Adenauer"
"1522","Rue de Général Appert"
"1523","Villa de la Faisanderie"
"1524","Rue Benouville"
"1525","Rue Mérimée"
"1526","Rue Benjamin Godard"
"1527","Rue Mony"
"1528","Rue Thiers"
"1529","Rue de Montévidéo"
"1530","Villa Jocelyn"
"1531","Villa Victor Hugo"
"1532","Rue du Général Clergerie"
"1533","Rue Gustave Courbet"
"1534","Place Possoz"
"1535","Rue Desbordes-Valmore"
"1536","Rue Édouard Fournier"
"1537","Rue Decamps"
"1538","Rue Octave Feuillet"
"1539","Rue Georges Leygues"
"1540","Rue de Franqueville"
"1541","Rue Albéric Magnard"
"1542","Rue d'Andigné"
"1543","Rue Maspero"
"1544","Rue Alfred Dehodencq"
"1545","Rue André Pascal"
"1546","Square Alfred Dehodencq"
"1547","Rue Adolphe Yvon"
"1548","Rue Louis David"
"1549","Rue Scheffer"
"1550","Square du Trocadéro"
"1551","Square Pétrarque"
"1552","Square Mignot"
"1553","Rue du Commandant Schloesing"
"1554","Avenue Mozart"
"1555","Rue François Ponsard"
"1556","Rue de Passy"
"1557","Place du Costa Rica"
"1558","Rue Paul Delaroche"
"1559","Rue Guichard"
"1560","Rue Duban"
"1561","Rue Nicolo"
"1562","Rue Massenet"
"1563","Rue Vineuse"
"1564","Rue Vital"
"1565","Rue Paul Saunière"
"1566","Rue Francisque Sarcey"
"1567","Rue Claude Chahu"
"1568","Rue Gavarni"
"1569","Rue Singer"
"1570","Rue Lekain"
"1571","Avenue du Colonel Bonnet"
"1572","Rue Chernoviz"
"1573","Rue Raynouard"
"1574","Rue Pierre Guérin"
"1575","Rue George Sand"
"1576","Rue du Docteur Blanche"
"1577","Rue Jasmin"
"1578","Rue de l'Yvette"
"1579","Rue René Bazin"
"1580","Avenue du Square"
"1581","Rue Mignet"
"1582","Rue Bosio"
"1583","Rue du Général Largeau"
"1584","Avenue de la Porte d'Auteuil"
"1585","Rue Gustave Zédé"
"1586","Rue Davioud"
"1587","Rue Jacques Offenbach"
"1588","Rue Pajou"
"1589","Chaussée de la Muette"
"1590","Avenue Vion-Whitcomb"
"1591","Rue Oswaldo Cruz"
"1592","Rue de l'Assomption"
"1593","Avenue Adrien Hébrard"
"1594","Avenue Théodore Rousseau"
"1595","Avenue du Général Dubail"
"1596","Avenue du Recteur Poincaré"
"1597","Rue François Millet"
"1598","Avenue Milleret de Brou"
"1599","Villa George Sand"
"1600","Rue François Gérard"
"1601","Rue Florence Blumenthal"
"1602","Rue des Pâtures"
"1603","Rue Pierre Louys"
"1604","Rue Félicien David"
"1605","Rue Mirabeau"
"1606","Rue Wilhem"
"1607","Rue Girodet"
"1608","Rue Donizetti"
"1609","Rue Géricault"
"1610","Rue Erlanger"
"1611","Rue de Senlis"
"1612","Rue Jules Bourdais"
"1613","Rue de l'Abbé Rousselot"
"1614","Rue Jean-Louis Forain"
"1615","Rue Camille Pissarro"
"1616","Rue Gauguin"
"1617","Rond-Point des Champs-Élysées - Marcel Dassaul"
"1618","Rue Rabelais"
"1619","Rue Jean Mermoz"
"1620","Rue Alfred de Vigny"
"1621","Rue du Général Camou"
"1622","Avenue Franco-Russe"
"1623","Cité de l'Alma"
"1624","Rue Sédillot"
"1625","Rue Cognacq-Jay"
"1626","Rue Edmond Valentin"
"1627","Rue de l'Exposition"
"1628","Rue du Gros Caillou"
"1629","Rue Augereau"
"1630","Boulevard Charles de Gaulle"
"1631","Avenue du Sud"
"1632","Boulevard de l'Hautil"
"1633","Rue de Miromesnil"
"1634","Rue du Cirque"
"1635","Avenue Gabriel"
"1636","Avenue de Marigny"
"1637","Rue de l'Élysée"
"1638","Rue Boissy d'Anglas"
"1639","Rue Roquépine"
"1640","Rue d'Argenson"
"1641","Rue de la Ville l'Évêque"
"1642","Place des Saussaies"
"1643","Rue de Duras"
"1644","Rue Montalivet"
"1645","Rue des Saussaies"
"1646","Rue d'Anjou"
"1647","Rue de Surène"
"1648","Rue d'Aguesseau"
"1649","Rue Barye"
"1650","Rue Jadin"
"1651","Rue Fortuny"
"1652","Rue Édouard Detaille"
"1653","Boulevard Brune"
"1654","Boulevard Kellermann"
"1655","Boulevard Jourdan"
"1656","Rue Paul Fort"
"1657","Rue Poirier de Narçay"
"1658","Rue Lecourbe"
"1659","Rue Lucien Voilin"
"1660","Rue Montaigne"
"1661","Rue Chante Coq"
"1662","Rue Eugène Eichenberger"
"1663","Rue Jean Jaurès"
"1664","Rue Charles de Gaulle"
"1665","Rue de la Libération"
"1666","Rue des Brûlis"
"1667","Rue du Moulin"
"1668","Rue Carnot Prolongée"
"1669","Rue du Docteur Schweitzer"
"1670","Rue de l'Église"
"1671","Rue Curie"
"1672","Rue Émile Duclaux"
"1673","Rue Rouget de l'Isle"
"1674","Route Nationale n°444"
"1675","Rue Saint-Roch"
"1676","Place Raymond Poincaré"
"1677","Avenue Louis Breguet"
"1678","Avenue de l'Europe"
"1679","Rue André Citroën"
"1680","Rue Ambroise Croizat"
"1681","Rue du Général Eisenhower"
