Geo Point;Geo Shape;ID_REF_ZDL;ID_REF_ZDE;GARES_ID;NOM_GARE;NOMLONG;NOM_IV;NUM_MOD;MODE_;FER;TRAIN;RER;METRO;TRAMWAY;NAVETTE;VAL;TERFER;TERTRAIN;TERRER;TERMETRO;TERTRAM;TERNAVETTE;TERVAL;IDREFLIGA;IDREFLIGC;LIGNE;COD_LIGF;LIGNE_CODE;INDICE_LIG;RESEAU;RES_COM;COD_RESF;RES_STIF;EXPLOITANT;NUM_PSR;IDF;PRINCIPAL;X;Y;EDITEUR;EDIT_DATE;TERMINUS
48.7394872073, 2.75882454867;"{""type"": ""Point"", ""coordinates"": [2.758824548674894, 48.73948720730179]}";43208;41043;857;TOURNAN;TOURNAN;TOURNAN;2972;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01844;;LIGNE P;18.0;LIGNE P-13;P;TRAIN;LIGNE P;1.0;850.0;SNCF;116210;1;1;682264.3099;6848845.6925;LUDOVIC.GUILLOT;2018-04-19T02:00:00+02:00;0
48.7394872073, 2.75882454867;"{""type"": ""Point"", ""coordinates"": [2.758824548674894, 48.73948720730179]}";43208;41043;967;TOURNAN;TOURNAN;TOURNAN;2944;RER;1;0;1;0;0;0;0;RER_E;0;RER_E;0;0;0;0;A01843;;RER E;28.0;RER E-13;E;RER;RER E;2.0;805.0;SNCF;116210;1;1;682264.3099;6848845.6925;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;1
48.9527263299, 2.34346127953;"{""type"": ""Point"", ""coordinates"": [2.343461279526826, 48.9527263298977]}";59327;42128;1185;Jean Vilar;JEAN VILAR;Jean Vilar;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02150;C01795;T8;0.0;T8-117063;8;TRAMWAY;T8;0.0;0.0;RATP;0;1;0;651916.7273;6872729.4221;;;0
48.7595735353, 2.36639800004;"{""type"": ""Point"", ""coordinates"": [2.366398000043218, 48.75957353526183]}";47421;35929;1148;Porte de Thiais;PORTE DE THIAIS;Porte de Thiais;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02134;;T7;37.0;T7-1817;7;TRAMWAY;T7;5.0;112.0;RATP;0;1;0;653424.1827;6851238.7609;LUDOVIC.GUILLOT;2018-04-17T02:00:00+02:00;0
48.7399874304, 2.3594678211;"{""type"": ""Point"", ""coordinates"": [2.359467821095852, 48.739987430378214]}";58813;29893;1155;HÃ©lÃ¨ne Boucher;HELENE BOUCHER;HÃ©lÃ¨ne Boucher;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02134;;T7;37.0;T7-1803;7;TRAMWAY;T7;5.0;112.0;RATP;0;1;0;652897.0945;6849065.271;LUDOVIC.GUILLOT;2018-04-17T02:00:00+02:00;0
48.7416844931, 2.35279538131;"{""type"": ""Point"", ""coordinates"": [2.352795381310017, 48.741684493136425]}";44787;35942;1154;La Fraternelle;FRATERNELLE;La Fraternelle;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02134;;T7;37.0;T7-305;7;TRAMWAY;T7;5.0;112.0;RATP;0;0;0;652407.9798;6849257.9513;LUDOVIC.GUILLOT;2018-04-17T02:00:00+02:00;0
48.7340881621, 2.37125037622;"{""type"": ""Point"", ""coordinates"": [2.371250376223923, 48.73408816211109]}";58782;35932;1157;Coeur d'Orly;COEUR D'ORLY;Coeur d'Orly;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02134;;T7;37.0;T7-1805;7;TRAMWAY;T7;5.0;112.0;RATP;0;1;0;653758.3088;6848402.4278;LUDOVIC.GUILLOT;2018-04-17T02:00:00+02:00;0
48.7720742166, 2.36781500163;"{""type"": ""Point"", ""coordinates"": [2.367815001629962, 48.77207421663938]}";47693;29904;1145;Moulin Vert;MOULIN VERT;Moulin Vert;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02134;;T7;37.0;T7-1814;7;TRAMWAY;T7;5.0;112.0;RATP;0;1;0;653539.4713;6852627.7831;LUDOVIC.GUILLOT;2018-04-17T02:00:00+02:00;0
48.7836872152, 2.24697764916;"{""type"": ""Point"", ""coordinates"": [2.246977649164128, 48.78368721522512]}";42642;2340;1167;Mail de la Plaine;MAIL DE LA PLAINE;Mail de la Plaine;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02149;;T6;39.0;T6-117052;6;TRAMWAY;T6;0.0;0.0;RATP;0;1;0;644671.4558;6853996.8357;;;0
48.7835393328, 2.22528029528;"{""type"": ""Point"", ""coordinates"": [2.225280295281189, 48.78353933276511]}";42830;2348;1171;Meudon-la-ForÃªt;MEUDON-LA-FORET;Meudon-la-ForÃªt;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02149;;T6;39.0;T6-117048;6;TRAMWAY;T6;0.0;0.0;RATP;0;1;0;643077.1253;6853995.816;;;0
48.7849021663, 2.23713270497;"{""type"": ""Point"", ""coordinates"": [2.237132704968193, 48.78490216629835]}";50800;2346;1169;Georges Pompidou;GEORGES POMPIDOU;Georges Pompidou;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02149;;T6;39.0;T6-117050;6;TRAMWAY;T6;0.0;0.0;RATP;0;1;0;643949.423;6854138.8606;;;0
48.7807309692, 2.23983201762;"{""type"": ""Point"", ""coordinates"": [2.23983201762499, 48.780730969150184]}";44300;2339;1168;PavÃ© Blanc;PAVE BLANC;PavÃ© Blanc;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02149;;T6;39.0;T6-117051;6;TRAMWAY;T6;0.0;0.0;RATP;0;1;0;644143.2802;6853673.1835;;;0
48.8071698468, 2.29409124432;"{""type"": ""Point"", ""coordinates"": [2.294091244318829, 48.807169846835585]}";59202;41671;1161;Vauban;VAUBAN;Vauban;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02149;;T6;39.0;T6-117058;6;TRAMWAY;T6;0.0;0.0;RATP;0;1;0;648156.3877;6856575.7611;;;0
49.1477195065, 2.27782319062;"{""type"": ""Point"", ""coordinates"": [2.277823190616864, 49.14771950649786]}";43178;41105;637;PERSAN-BEAUMONT;PERSAN-BEAUMONT;PERSAN-BEAUMONT;3067;Train;1;1;0;0;0;0;0;TRAIN_H;TRAIN_H;0;0;0;0;0;A01849;;LIGNE H;20.0;LIGNE H-270;H;TRAIN;LIGNE H;1.0;853.0;SNCF;276469;1;1;647308.0192;6894456.6729;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;1
48.7704252021, 2.14683164477;"{""type"": ""Point"", ""coordinates"": [2.146831644765371, 48.770425202105436]}";57674;41239;638;PETIT-JOUY-LES-LOGES;PETIT-JOUY-LES-LOGES;PETIT-JOUY-LES-LOGES;2811;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-76;C;RER;RER C;2.0;803.0;SNCF;393504;1;0;637297.5355;6852597.1939;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;0
49.014133685, 2.07830659141;"{""type"": ""Point"", ""coordinates"": [2.078306591409993, 49.014133684983044]}";47879;411321;591;NEUVILLE UNIVERSITÃ‰;NEUVILLE UNIVERSITE;NEUVILLE UNIVERSITE;2444;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01856;;RER A;24.0;RER A-444;A;RER;RER A;2.0;801.0;SNCF;334480;1;0;632577.9185;6879752.0129;LUDOVIC.GUILLOT;2018-04-17T02:00:00+02:00;0
48.9740265796, 3.21930281555;"{""type"": ""Point"", ""coordinates"": [3.219302815554277, 48.97402657957677]}";47482;41063;581;NANTEUIL-SAÃ‚CY;NANTEUIL-SAACY;NANTEUIL SAÃ‚CY;2998;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01844;;LIGNE P;18.0;LIGNE P-21;P;TRAIN;LIGNE P;1.0;850.0;SNCF;116558;1;1;716054.7818;6874920.5333;LUDOVIC.GUILLOT;2018-04-19T02:00:00+02:00;0
48.8779084382, 2.28443121992;"{""type"": ""Point"", ""coordinates"": [2.284431219916768, 48.87790843816007]}";44533;41131;590;PORTE MAILLOT;PORTE MAILLOT;NEUILLY-PORTE MAILLOT;2511;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-331;C;RER;RER C;2.0;803.0;SNCF;381020;1;0;647518.2308;6864447.5037;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;0
49.0399813093, 2.10385269645;"{""type"": ""Point"", ""coordinates"": [2.10385269644926, 49.03998130935]}";47955;41146;834;SAINT-OUEN-L'AUMÃ”NE (QUARTIER DE L'Ã‰GLISE);SAINT-OUEN-L'AUMONE-QUARTIER DE L'EGLISE;SAINT-OUEN-L'AUMÃ”NE (QUARTIER DE L'Ã‰GLISE);2680;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01852;;LIGNE J;29.0;LIGNE J-251;J;TRAIN;LIGNE J;1.0;854.0;SNCF;381426;1;0;634479.1635;6882604.899;LUDOVIC.GUILLOT;2018-04-20T02:00:00+02:00;0
49.0453116484, 2.10511070344;"{""type"": ""Point"", ""coordinates"": [2.105110703444507, 49.045311648350264]}";47599;41090;833;SAINT-OUEN-L'AUMÃ”NE;SAINT-OUEN-L'AUMONE;SAINT-OUEN-L'AUMÃ”NE;3094;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01849;;LIGNE H;20.0;LIGNE H-250;H;TRAIN;LIGNE H;1.0;853.0;SNCF;276105;1;0;634577.8556;6883196.6275;LUDOVIC.GUILLOT;2018-04-19T02:00:00+02:00;0
48.7483496824, 2.3731119407;"{""type"": ""Point"", ""coordinates"": [2.373111940704935, 48.74834968236464]}";47907;41326;670;PONT-DE-RUNGIS-AÃ‰ROPORT D'ORLY;PONT DE RUNGIS;PONT DE RUNGIS;2529;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-352;C;RER;RER C;2.0;803.0;SNCF;546192;1;0;653907.804;6849986.9378;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;0
48.8265784281, 1.70321842548;"{""type"": ""Point"", ""coordinates"": [1.703218425476859, 48.82657842806816]}";47921;41236;610;ORGERUS-BÃ‰HOUST;ORGERUS-BEHOUST;ORGERUS BÃ‰HOUST;2775;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01847;;LIGNE N;22.0;LIGNE N-105;N;TRAIN;LIGNE N;1.0;852.0;SNCF;393447;1;0;604799.7395;6859283.8276;LUDOVIC.GUILLOT;2018-04-19T02:00:00+02:00;0
48.8957453121, 2.22321296703;"{""type"": ""Point"", ""coordinates"": [2.223212967029377, 48.89574531209786]}";43169;40916;577;NANTERRE-PRÃ‰FECTURE;NANTERRE-PREFECTURE;NANTERRE PREFECTURE;2407;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01856;;RER A;24.0;RER A-389;A;RER;RER A;2.0;801.0;RATP;758029;1;0;643047.9675;6866473.2621;LUDOVIC.GUILLOT;2018-04-17T02:00:00+02:00;0
48.8063774473, 2.15150011876;"{""type"": ""Point"", ""coordinates"": [2.151500118764633, 48.80637744727874]}";43167;41191;566;MONTREUIL;MONTREUIL;MONTREUIL;2727;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A02176;;LIGNE L;30.0;LIGNE L-148;L;TRAIN;LIGNE L;1.0;854.0;SNCF;382879;1;0;637683.5799;6856590.734;LUDOVIC.GUILLOT;2018-04-20T02:00:00+02:00;0
48.636351368, 2.40779628752;"{""type"": ""Point"", ""coordinates"": [2.407796287520861, 48.63635136800817]}";48489;41342;609;ORANGIS-BOIS DE L'Ã‰PINE;ORANGIS-BOIS DE L'EPINE;ORANGIS BOIS DE L'Ã‰PINE;2893;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;A01842;C01728;RER D;27.0;RER D-166;D;RER;RER D;2.0;804.0;SNCF;681346;1;0;656364.5495;6837515.7346;;;0
49.0339876363, 2.12826387392;"{""type"": ""Point"", ""coordinates"": [2.128263873923673, 49.033987636271455]}";43150;41129;961;SAINT-OUEN-L'AUMÃ”NE-LIESSE;SAINT-OUEN-L'AUMONE-LIESSE;SAINT-OUEN-L'AUMÃ”NE LIESSE;3048;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;A01849;;LIGNE H;20.0;LIGNE H-458;H;TRAIN;LIGNE H;1.0;853.0;SNCF;276100;1;0;636256.5279;6881918.3815;;;0
48.9555044771, 2.2955916949;"{""type"": ""Point"", ""coordinates"": [2.295591694903069, 48.9555044771186]}";50483;42109;1195;Epinay-Orgemont;EPINAY-ORGEMONT;Epinay-Orgemont;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;T8;0;0;A02150;C01795;T8;0.0;T8-117072;8;TRAMWAY;T8;0.0;0.0;RATP;0;1;0;648413.7231;6873068.5658;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;1
48.8208733552, 2.35093287806;"{""type"": ""Point"", ""coordinates"": [2.350932878064576, 48.82087335522631]}";44550;24127;990;Poterne des Peupliers;POTERNE DES PEUPLIERS;Poterne des Peupliers;5473;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01193;;T3A;33.0;T3A-1313;3A;TRAMWAY;T3A;5.0;112.0;RATP;0;1;0;652343.3985;6858063.596;;;0
48.9243751434, 2.40207341436;"{""type"": ""Point"", ""coordinates"": [2.402073414361554, 48.924375143437096]}";46119;23303;807;Stade GÃ©o AndrÃ©;STADE GEO ANDRE;Stade GÃ©o AndrÃ©;3511;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01191;;T1;31.0;T1-1009;1;TRAMWAY;T1;5.0;112.0;RATP;0;1;0;656185.3758;6869542.6678;;;0
48.9357480421, 2.33910838701;"{""type"": ""Point"", ""coordinates"": [2.339108387008138, 48.93574804209917]}";46331;23309;1074;L'Ile-Saint-Denis;L ILE-SAINT-DENIS;L'Ile-Saint-Denis;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01191;;T1;31.0;T1-1026;1;TRAMWAY;T1;5.0;112.0;RATP;0;1;0;651582.1374;6870844.0954;;;0
48.8190515147, 2.36012974202;"{""type"": ""Point"", ""coordinates"": [2.360129742015262, 48.81905151465142]}";44506;24106;991;Porte d'Italie;PORTE D'ITALIE;Porte d'Italie;5474;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01193;;T3A;33.0;T3A-107083;3A;TRAMWAY;T3A;5.0;112.0;RATP;0;1;0;653017.0055;6857855.5184;;;0
48.8333653438, 2.27671209053;"{""type"": ""Point"", ""coordinates"": [2.276712090531075, 48.833365343840185]}";44917;22295;1010;Suzanne Lenglen;SUZANNE LENGLEN;Suzanne Lenglen;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01192;;T2;32.0;T2-1502;2;TRAMWAY;T2;5.0;112.0;RATP;0;1;0;646906.7365;6859499.9038;;;0
48.8347500104, 2.27124150094;"{""type"": ""Point"", ""coordinates"": [2.271241500937831, 48.834750010355144]}";45358;25632;1011;Henri Farmann;HENRI FARMANN;Henri Farmann;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01192;;T2;32.0;T2-1501;2;TRAMWAY;T2;5.0;112.0;RATP;0;1;0;646506.5978;6859657.5544;;;0
48.8574714089, 2.22060356003;"{""type"": ""Point"", ""coordinates"": [2.220603560028727, 48.85747140891035]}";47370;22300;457;Les Coteaux;LES COTEAUX;Les Coteaux;3554;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01192;;T2;32.0;T2-324;2;TRAMWAY;T2;5.0;112.0;RATP;113845;1;0;642814.6512;6862219.4104;;;0
48.9096663654, 2.43748780358;"{""type"": ""Point"", ""coordinates"": [2.437487803577854, 48.90966636535837]}";52382;23299;415;La Ferme;LA FERME;La Ferme;3503;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01191;;T1;31.0;T1-1017;1;TRAMWAY;T1;5.0;112.0;RATP;0;1;0;658768.7601;6867888.0078;;;0
48.8110991977, 2.38355147965;"{""type"": ""Point"", ""coordinates"": [2.383551479649113, 48.81109919771153]}";44051;22396;496;Mairie d'Ivry;MAIRIE D'IVRY;Mairie d'Ivry;2151;Metro;0;0;0;1;0;0;0;0;0;0;M7;0;0;0;A01540;;7;13.0;7-107091;7;METRO;M7;3.0;110.0;RATP;899942;1;0;654729.8271;6856957.6392;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;1
48.8623480308, 2.33649646231;"{""type"": ""Point"", ""coordinates"": [2.336496462305488, 48.86234803084781]}";44236;22079;618;Palais Royal-MusÃ©e du Louvre;PALAIS ROYAL-MUSEE DU LOUVRE;Palais Royal-MusÃ©e du Louvre;2012;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01534;;1;1.0;1-101057;1;METRO;M1;3.0;110.0;RATP;0;1;0;651322.2057;6862683.9581;;;0
48.8450581723, 2.26174512496;"{""type"": ""Point"", ""coordinates"": [2.261745124963672, 48.845058172313735]}";44139;21923;545;Michel Ange-Molitor;MICHEL-ANGE-MOLITOR;Michel-Ange-Molitor;2257;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-110035;9;METRO;M9;3.0;110.0;RATP;0;1;0;645820.2672;6860810.1786;;;0
48.8478956502, 2.26408203075;"{""type"": ""Point"", ""coordinates"": [2.264082030746222, 48.84789565020842]}";44138;21922;543;Michel Ange-Auteuil;MICHEL-ANGE-AUTEUIL;Michel-Ange-Auteuil;2256;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-110031;9;METRO;M9;3.0;110.0;RATP;0;1;0;645994.7057;6861124.0745;;;0
48.8437813048, 2.3243970124;"{""type"": ""Point"", ""coordinates"": [2.324397012397453, 48.84378130483655]}";43238;22143;564;Montparnasse-BienvenÃ_e;MONTPARNASSE;Montparnasse BienvenÃ_e;2094;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;;4;10.0;4-285;4;METRO;M4;3.0;110.0;RATP;0;1;1;650416.8898;6860627.0398;;;0
48.8887060198, 2.28808363305;"{""type"": ""Point"", ""coordinates"": [2.288083633048504, 48.88870601977514]}";51613;22034;478;Louise Michel;LOUISE MICHEL;Louise Michel;2052;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103077;3;METRO;M3;3.0;110.0;RATP;0;1;0;647796.9264;6865645.6998;;;0
48.8358634842, 2.35258892564;"{""type"": ""Point"", ""coordinates"": [2.352588925635323, 48.83586348417992]}";43737;22383;459;Les Gobelins;LES GOBELINS;Les Gobelins;2163;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107075;7;METRO;M7;3.0;110.0;RATP;0;1;0;652478.6539;6859729.3272;;;0
48.8706670209, 2.32575263529;"{""type"": ""Point"", ""coordinates"": [2.325752635286725, 48.87066702089793]}";43898;21961;488;Madeleine;MADELEINE;Madeleine;2370;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01547;;14;6.0;14-108039;14;METRO;M14;3.0;110.0;RATP;0;1;0;650541.9048;6863615.6397;;;0
48.8852161821, 2.37966307748;"{""type"": ""Point"", ""coordinates"": [2.379663077480466, 48.8852161820946]}";45581;22012;426;LaumiÃ¨re;LAUMIERE;LaumiÃ¨re;2116;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01538;;5;11.0;5-105051;5;METRO;M5;3.0;110.0;RATP;0;1;0;654509.0245;6865200.9983;;;0
48.84267682, 2.31281277347;"{""type"": ""Point"", ""coordinates"": [2.312812773474409, 48.84267681997589]}";44273;22166;629;Pasteur;PASTEUR;Pasteur;2140;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01539;;6;12.0;6-112043;6;METRO;M6;3.0;110.0;RATP;0;1;0;649565.6646;6860511.5692;;;0
48.8684401633, 2.40156171274;"{""type"": ""Point"", ""coordinates"": [2.401561712742541, 48.86844016327547]}";45630;21948;630;Pelleport;PELLEPORT;Pelleport;2358;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01549;;3b;9.0;3b-116035;3b;METRO;M3bis;3.0;110.0;RATP;0;1;0;656100.7414;6863323.2148;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;0
48.8611688655, 2.36721086641;"{""type"": ""Point"", ""coordinates"": [2.367210866411708, 48.861168865487805]}";45208;22201;780;Saint-SÃ©bastien-Froissart;SAINT-SEBASTIEN FROISSART;Saint-SÃ©bastien Froissart;2207;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108055;8;METRO;M8;3.0;110.0;RATP;0;1;0;653574.4612;6862534.3482;;;0
48.8857931052, 2.2925823141;"{""type"": ""Point"", ""coordinates"": [2.292582314102913, 48.885793105231]}";44511;22023;685;Porte de Champerret;PORTE DE CHAMPERRET;Porte de Champerret;2053;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103075;3;METRO;M3;3.0;110.0;RATP;0;1;0;648123.8929;6865318.8375;;;0
48.8836149922, 2.32783955611;"{""type"": ""Point"", ""coordinates"": [2.327839556114741, 48.88361499223493]}";44372;22115;649;Place de Clichy;PLACE DE CLICHY;Place de Clichy;2041;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;;2;7.0;2-114065;2;METRO;M2;3.0;110.0;RATP;0;1;0;650707.2389;6865054.059;;;0
48.819876221, 2.36453195175;"{""type"": ""Point"", ""coordinates"": [2.364531951747296, 48.81987622104988]}";44513;22373;687;Porte de Choisy;PORTE DE CHOISY;Porte de Choisy;2154;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107085;7;METRO;M7;3.0;110.0;RATP;0;1;0;653340.9723;6857944.6053;;;0
48.8848962552, 2.29772434648;"{""type"": ""Point"", ""coordinates"": [2.297724346480178, 48.88489625515051]}";44313;22021;631;Pereire-Levallois;PEREIRE-LEVALLOIS;Pereire;2054;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01536;;3;8.0;3-330;3;METRO;M3;3.0;110.0;RATP;0;1;0;648500.0697;6865215.7477;;;0
48.8318256496, 2.31412232347;"{""type"": ""Point"", ""coordinates"": [2.314122323470855, 48.8318256495863]}";45322;22223;656;Plaisance;PLAISANCE;Plaisance;2331;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01546;;13;5.0;13-114041;13;METRO;M13;3.0;110.0;RATP;0;1;0;649651.2929;6859304.204;;;0
48.8339363927, 2.31807828549;"{""type"": ""Point"", ""coordinates"": [2.31807828549193, 48.83393639265079]}";44316;22222;636;PernÃ©ty;PERNETY;PernÃ©ty;2332;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01546;;13;5.0;13-114043;13;METRO;M13;3.0;110.0;RATP;0;1;0;649943.7106;6859536.3792;;;0
48.8709917839, 2.33198952268;"{""type"": ""Point"", ""coordinates"": [2.331989522683248, 48.8709917839485]}";42237;22030;606;OpÃ©ra;OPERA;OpÃ©ra;2061;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01536;;3;8.0;3-108041;3;METRO;M3;3.0;110.0;RATP;0;1;0;650999.694;6863647.8625;;;0
48.8489446451, 2.39587943519;"{""type"": ""Point"", ""coordinates"": [2.395879435185689, 48.848944645063824]}";44191;21919;586;Nation;NATION;Nation;2232;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-339;9;METRO;M9;3.0;110.0;RATP;0;1;0;655667.3331;6861158.6438;;;0
48.9149497564, 2.40440908743;"{""type"": ""Point"", ""coordinates"": [2.404409087427758, 48.91494975637021]}";47891;22393;290;Fort d'Aubervilliers;FORT D'AUBERVILLIERS;Fort d'Aubervilliers;2187;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107027;7;METRO;M7;3.0;110.0;RATP;899932;1;0;656348.6195;6868493.2879;;;0
48.8270854489, 2.27941168205;"{""type"": ""Point"", ""coordinates"": [2.279411682050421, 48.82708544889643]}";42759;22061;210;Corentin Celton;CORENTIN-CELTON;Corentin Celton;2325;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112033;12;METRO;M12;3.0;110.0;RATP;899927;1;0;647098.5235;6858799.8446;;;0
48.8461236669, 2.27771173983;"{""type"": ""Point"", ""coordinates"": [2.277711739827638, 48.846123666874924]}";45346;21972;377;Javel-AndrÃ© CitroÃ«n;JAVEL;Javel-AndrÃ© CitroÃ«n;2271;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01543;;10;2.0;10-315;10;METRO;M10;3.0;110.0;RATP;0;1;0;646993.0906;6860917.8132;;;0
48.8422653865, 2.36533865297;"{""type"": ""Point"", ""coordinates"": [2.365338652974602, 48.84226538647533]}";43072;21981;312;Gare d'Austerlitz;AUSTERLITZ;Gare d'Austerlitz;2104;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01538;;5;11.0;5-375;5;METRO;M5;3.0;110.0;RATP;0;1;1;653420.212;6860433.5551;;;0
48.8427467798, 2.29191241332;"{""type"": ""Point"", ""coordinates"": [2.291912413317875, 48.842746779792876]}";42984;22189;282;FÃ©lix Faure;FELIX FAURE;FÃ©lix Faure;2222;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108025;8;METRO;M8;3.0;110.0;RATP;0;1;0;648031.8468;6860532.9003;;;0
48.8798501425, 2.35745934659;"{""type"": ""Point"", ""coordinates"": [2.357459346588717, 48.87985014251205]}";43233;22007;319;Gare du Nord;GARE DU NORD;Gare du Nord;2113;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01538;;5;11.0;5-384;5;METRO;M5;3.0;110.0;RATP;0;1;1;652875.9451;6864617.3479;;;0
48.8795512844, 2.35699516401;"{""type"": ""Point"", ""coordinates"": [2.356995164008545, 48.87955128443897]}";43233;22149;318;Gare du Nord;GARE DU NORD;Gare du Nord;2080;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;;4;10.0;4-384;4;METRO;M4;3.0;110.0;RATP;0;1;1;652841.632;6864584.3939;;;0
48.831129548, 2.34351165775;"{""type"": ""Point"", ""coordinates"": [2.343511657749776, 48.831129548026645]}";45276;22173;331;GlaciÃ¨re;GLACIERE;GlaciÃ¨re;2134;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106053;6;METRO;M6;3.0;110.0;RATP;0;1;0;651808.0022;6859208.4674;;;0
48.8461511231, 2.3549179837;"{""type"": ""Point"", ""coordinates"": [2.354917983696272, 48.8461511230806]}";43493;21968;383;Jussieu;JUSSIEU;Jussieu;2284;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01543;;10;2.0;10-110065;10;METRO;M10;3.0;110.0;RATP;0;1;0;652658.953;6860871.808;;;0
48.8647940658, 2.29416201811;"{""type"": ""Point"", ""coordinates"": [2.294162018108232, 48.864794065815566]}";43395;21927;359;IÃ©na;IENA;IÃ©na;2250;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109045;9;METRO;M9;3.0;110.0;RATP;0;1;0;648218.8598;6862982.8662;;;0
